KENTMERE HEAD RESERVOIR,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3723,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,14.87,20.17,8.40,7.12,9.80,,,,,3.92,16.84,
February,11.31,0.44,8.27,11.22,1.16,,,,,2.52,0.94,
March,10.42,14.38,6.02,4.13,2.66,,,,,2.10,6.55,
April,9.19,3.28,4.28,6.84,4.10,,,,,4.18,4.29,
May,10.76,6.41,6.39,5.85,8.40,,,,,6.13,3.37,
June,4.01,0.27,5.07,3.57,5.61,,,,,5.59,3.89,
July,10.51,5.47,11.70,7.78,9.47,,,,,11.47,6.59,
August,7.10,13.44,9.47,18.00,7.77,,,,,13.20,13.29,
September,4.74,3.30,8.44,12.69,13.36,,,,7.29,4.32,7.56,
October,3.15,4.73,4.03,18.17,10.50,,,,17.18,12.94,18.09,
November,7.28,5.12,5.03,13.22,8.77,,,,21.12,20.40,11.53,
December,10.21,17.80,14.37,9.99,10.91,,,,10.57,18.45,11.31,
Total,103.55,94.81,91.47,118.58,92.51,,,,,105.22,104.25,
Calc annual,103.55,94.81,91.47,118.58,92.51,0.00,0.00,0.00,56.16,105.22,104.25,
Difference,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,-0.00,0.00,
