PETERSFIELD OLD DITCHAM,,,,,,,,,,,,
Grid ref,SU760203,Long,-0.918834,Lat,50.977106,,,,,,,
Station no,RR8517,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.24,2.08,1.00,,
February,,,,,,,,2.13,1.71,0.49,,
March,,,,,,,,1.24,3.73,5.25,,
April,,,,,,,,4.97,2.97,1.72,,
May,,,,,,,,2.26,2.04,2.31,,
June,,,,,,,,2.84,0.81,3.02,,
July,,,,,,,,2.35,3.73,2.95,,
August,,,,,,,,2.07,4.19,2.48,,
September,,,,,,,,0.62,1.91,3.21,,
October,,,,,,,,7.75,2.93,9.41,,
November,,,,,,,,3.05,1.64,0.66,,
December,,,,,,,,4.48,4.38,5.56,,
Total,,,,,,,,35.00,32.12,38.06,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,32.12,38.06,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
