NIDDERDALE NEW HOUSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE094768,Long,-1.857453,Lat,54.186888,Elevation,755,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,1.95,1.65,,3.39,2.33,1.8,6.76,5.52,2.14,2.9,2.88,9.08,5.48,2.64,2.07,7.44,6.79,1.79,6.89,2.39,3.73,2.77,6.54,3.1,4.23,6.49,3.79,6.85,5.6,3.28,3.81,5.86,6.33,8.58,4.72,3.66,4.17,6.89,6.87,5,11.53,1.78,8.64,3.8,5.98,3.17,4.11,1.98,6.25,6.5,8.06,8.1,2.23,3.92,4.76,7.43,5.03,5.26,5.23,4.5,9.7,2.6,4.25,4.22,3.6,0.99,3.93,3.22,4.2,5.95,5.22,4.82,6.54
February,,,,,,,,,2.92,2.47,,0.14,3.01,6.69,9.17,1.37,1.07,4.18,3.57,3.64,8.4,1.39,1.44,6.7,4.68,2.85,3.45,3.56,4.19,1.96,5.89,5.38,3.45,3.14,5.15,7.71,7.54,0.92,6.89,1.86,2.83,0.22,4.78,7.67,0.88,6.96,4.24,2.81,5.58,0.94,2.08,4.87,0.75,5.89,0.24,7.96,4.2,6.59,2.6,3.92,3.09,5.03,2.19,3.98,2.51,6.5,4.6,6.05,3.3,3.6,7.5,4.96,0.83,4.27,2.83,2.68,2.78,4.27,6.2,0.25,5.66
March,,,,,,,,,7.56,3.86,,2.21,1.12,1.39,4.57,4.73,6.28,8.55,2.17,2.3,1.32,4.31,1.57,10.01,2.94,3.38,3.67,4.36,5.15,4.96,1.29,2.75,5.02,8.81,4.58,0.82,5.43,2.44,2.33,6.57,4.24,4.34,4.28,2.17,1.76,1.6,2.08,3.37,4.52,0.36,4.22,0.94,3.08,2.78,4.74,1.43,2.61,3.31,1.94,4.36,2.73,4.97,2.53,2.24,0.31,1.1,1.72,8,3.3,1.15,2.25,4.66,4.13,0.98,3.2,2.5,1.48,2.97,2.26,3.09,2.28
April,,,,,,,,,4.3,6.34,,3.89,2.14,0.73,3.73,3.68,2.01,2.51,4.09,4.55,3.11,2.98,1.66,1.88,3.43,3.89,0.95,2.27,3.19,3.07,4.5,2.09,0.58,5.46,1.45,2.13,2.36,2.52,1.24,2,6.1,1.29,3.7,3.55,2.38,4.9,2.21,3.87,1.2,2.17,5.07,4.35,4.54,2.22,4.72,3.88,2.4,3.45,0.39,1.85,2.19,2.89,1.79,2.6,2.8,2.9,1.95,8.01,3.3,5.54,4.3,3.89,1.47,4.01,0.95,1.55,2.19,0.37,1.11,4.25,2.86
May,,,,,,,,,2.3,2.1,,4.31,3.9,2.14,2.47,0.66,0.65,1.24,2.9,4.54,2.05,1.35,2.41,5.82,4.37,1.02,5.35,4.9,3.08,3.13,2.18,1.85,2.86,2.41,2.48,1.81,3.64,1.91,3.07,1.35,4.3,2.2,1.4,3.92,7.06,5.09,4.25,2.55,2.95,2.66,1.8,3.86,6.25,3.35,3.68,1.39,2.42,3.66,3.73,0.99,2.07,1.72,3.61,3.94,1.75,4.23,3.7,3.5,1.3,1.65,2.3,6.48,2.01,2.78,4.93,4.37,1.1,1.03,5.82,1.34,1.63
June,,,,,,,,,3.58,0.19,,1.65,4.79,2.25,3.23,2.44,3.86,3,3.14,1.61,4.03,1.98,1.56,2.85,2.59,1.39,1.57,5.02,1.91,3.58,1.63,3.25,6.66,1.37,4.53,1.03,2.16,2.48,1.06,1.24,0.95,1.11,2.09,1.16,2,0.11,3.42,3.67,6.4,1.65,2.23,5.61,1.43,1.33,2.58,3.79,6.74,1.85,4.18,3.75,0.38,0.85,0.77,2.92,2.77,3.77,2.9,3.4,5.1,0.62,1.4,1.56,1.45,3.32,3.17,2.71,3.17,1.45,3.97,1.76,2.11
July,,,,,,,,,5.6,3.85,,5,2.3,3.53,3.65,6.91,2.36,1.34,0.89,2.77,2.01,4.11,3.2,3.68,1.93,0.65,1.67,2.51,3.45,4.06,2.32,0.5,5.44,1.03,3.35,6.61,1.69,1.93,4.41,2.04,5.71,3.72,5.76,2.98,6.08,1.6,3.55,5.95,1.18,2.87,7.12,3.59,5.12,4.02,1.12,0.83,4.31,2.7,3.96,5.55,4.4,1.63,3.4,2.07,1.95,3.15,3.55,1.9,1.08,3.02,3.5,1.62,1.3,4.81,2.27,1.41,5.18,4.34,4.81,3,6.11
August,,,,,,,,,4.05,5.48,,7.56,5.49,4.12,3.13,3.42,2.18,5.39,4.78,1.49,7.77,2.5,2.77,4.9,4.23,4.58,3.59,2.77,3.8,4.03,5.35,2.85,7.21,0.98,1.83,4.55,2.91,9.18,2.92,2.82,2.19,6.37,5.3,6.33,4.12,3.43,4.14,10.06,6.79,3.17,6.32,4.08,1.79,0.59,2.91,1.33,2.55,2.8,4.99,3.44,0.54,3.63,4.31,4.76,2.45,5.5,6.75,0.24,5.1,2.51,7.4,5.1,5.36,4.45,6.99,1.79,8.35,6.33,2.92,0.7,3.15
September,,,,,,,,,1.28,0.83,,3.23,3.01,2.17,0.6,1.63,7.13,3.63,1.34,6.97,1.49,1.92,1.63,4.67,1.38,3.89,0.46,0.85,4.64,2.71,0.17,2.48,2.13,2.1,1.8,0.43,1.89,1.91,10.64,1.73,1.2,2.08,4.91,5.28,5.65,2.76,3.6,6.42,0.57,1.29,6.35,4.18,3.93,2.35,2.99,7.15,3.04,2.31,2.46,1.24,2.53,0.19,2.41,4.97,6.48,2.95,7.75,2.77,3,1.3,5.8,3.12,5.35,4.21,6.28,2.19,4.25,5.26,4.75,0.15,4.03
October,,,,,,,,,1.27,8.12,,5.34,11.94,2.7,8.33,4.39,6.09,2.71,8.02,4.38,7.07,2.54,4.55,11.09,1.53,2.21,9.46,7.89,2.14,6.01,5.54,5.17,4.22,3.59,2.77,1.31,10.29,7.17,4.43,1.53,3.03,2.01,1.75,5.91,5.61,4.78,4.41,7.57,7.66,5.47,6.38,1.6,6.01,3.72,6.74,6.9,3.53,2.93,11.77,3.42,5.48,5.68,5.06,3.58,6.25,8.01,1.95,1.57,1.4,4.87,2.6,2.24,5.49,2.12,8.48,2.63,2.72,4.73,4.11,4.29,6.98
