LISMORE, MOUSEDALE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5445,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.60,7.78,3.33,4.87,3.53,3.54,6.02,6.92,8.65,1.94,7.41,
February,7.62,2.02,5.32,4.04,0.49,2.99,5.43,3.23,5.13,1.96,0.24,
March,4.87,5.59,2.31,1.22,0.32,1.28,2.94,3.63,3.65,1.53,3.14,
April,1.53,1.49,2.28,2.76,2.30,3.68,2.25,3.99,3.13,1.81,2.08,
May,3.53,3.91,5.57,2.68,2.70,6.09,2.90,2.21,1.11,3.29,2.20,
June,2.49,0.73,3.75,1.66,2.95,1.40,1.05,3.93,3.47,4.06,3.12,
July,2.07,3.57,3.73,3.95,4.02,2.23,2.58,2.56,2.21,4.29,2.09,
August,3.47,3.44,3.06,5.97,3.66,3.15,6.19,6.09,5.48,5.56,8.01,
September,2.94,2.60,1.89,5.74,5.98,3.62,3.37,3.04,3.51,2.19,3.08,
October,2.81,5.97,2.94,7.53,2.72,3.57,4.69,5.88,5.93,6.67,6.59,
November,5.23,2.66,3.98,3.69,4.05,1.31,4.31,4.12,6.68,5.34,4.62,
December,3.97,5.84,4.34,4.05,6.37,3.25,2.21,0.30,5.63,8.42,5.27,
Total,47.13,45.60,42.50,48.16,39.09,36.11,43.94,45.90,54.58,47.06,47.85,
Calc annual,47.13,45.60,42.50,48.16,39.09,36.11,43.94,45.90,54.58,47.06,47.85,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
