Rainfall at,HAMPSTEAD
,
Station no,41,
,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,2.61,1.95,4.83,1.75,2.00,1.65,1.82,4.31,0.91,0.83,
February,2.42,1.03,1.30,0.90,1.78,2.81,1.79,1.44,1.05,3.72,
March,2.44,1.67,0.36,0.18,0.74,1.38,5.58,0.68,0.94,0.73,
April,1.81,1.11,1.18,1.44,1.09,1.85,1.87,1.93,1.59,2.44,
May,1.93,2.69,1.77,0.55,2.96,2.97,0.93,3.76,2.06,1.81,
June,2.62,0.39,1.30,1.93,2.09,3.25,2.47,2.61,0.57,1.35,
July,4.92,1.89,1.86,1.59,3.27,2.93,1.81,1.16,1.09,3.90,
August,5.68,1.83,1.57,2.75,1.24,4.00,0.20,2.91,1.71,1.96,
September,0.53,1.32,2.49,2.75,1.40,4.33,1.42,1.26,0.35,2.63,
October,0.80,3.57,2.64,3.23,2.27,2.04,0.19,1.92,5.42,0.43,
November,2.65,2.08,1.76,3.87,0.21,4.30,1.02,1.85,2.63,4.77,
December,2.30,2.73,1.43,1.34,3.02,2.10,2.12,2.50,1.61,2.06,
Total,30.71,22.26,22.49,22.28,22.07,33.61,21.22,26.33,19.93,26.63,
Calc annual,30.71,22.26,22.49,22.28,22.07,33.61,21.22,26.33,19.93,26.63,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
