"HAMPSTEAD KIDDERPORE RESERVOIR",,,,,,,,,,,,
Grid ref,TQ252859,Long,-0.195379,Lat,51.558097,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.59,0.87,1.05,2.69,3.30,0.85,,,,,,
February,3.12,1.37,1.71,1.03,3.31,0.96,,,,,,
March,0.89,1.87,1.91,2.80,2.11,3.05,,,,,,
April,1.21,2.29,0.49,2.96,1.19,1.92,,,,,,
May,1.12,1.23,2.66,3.68,,1.27,,,,,,
June,2.98,1.63,3.73,7.54,0.92,4.36,,,,,,
July,1.49,3.78,1.35,5.15,2.99,0.68,,,,,,
August,3.24,1.81,5.57,4.70,2.36,2.21,,,,,,
September,0.99,2.02,1.27,3.99,1.70,1.81,,,,,,
October,2.13,2.88,2.72,7.13,1.88,1.55,,,,,,
November,2.63,0.69,3.57,2.22,2.14,3.26,,,,,,
December,2.87,4.01,2.70,1.67,2.47,0.79,,,,,,
Total,26.26,24.45,28.73,45.56,,22.71,,,,,,
Calc annual,26.26,24.45,28.73,45.56,24.37,22.71,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,,
