FRAMFIELD-HIGH-CROSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ491187,Long,0.1211661,Lat,50.948459,Elevation,195,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,3.68,0.92,3.4,1.78,1.26,3.83,5.94,4.87,3.06,3.88,1.66,2.59,3.61,4.02,2.29,4.83,1.24,3.98,2.08,3.44,2.28,2.94,0.83,4.48,6.07,4.09,5.96,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,1.2,4.54,5.23,6.19,1.09,1.01,2.57,0.73,0.76,2.66,4.79,1.01,4.04,2.65,3.69,1.56,0.88,1.95,3.13,0.22,2.5,0.14,3.18,1.99,4.54,0.88,1.61,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.67,5.85,0.76,4.03,1.78,1.19,4.23,2.2,2.31,2.03,2.53,1.76,0.88,0.37,4.06,2.07,0.05,1.61,0.49,1.62,2.42,2.83,0.56,1.03,3.81,0.44,1.09,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,3.74,1.3,1.65,1.43,1.83,3.02,3.3,2.71,1.26,3.45,3.67,3.81,3.14,4.71,2.6,2.38,,1.53,3.07,1.23,0.85,2.7,3.59,2.43,2.74,0.42,2.65,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.96,1.16,4.01,2.24,1.34,1.8,0.63,1.42,1.97,0.71,3.91,4.08,2.85,3.02,1.13,1.66,2.05,2.3,2.24,3.56,1.48,0.38,1.68,0.36,2.81,2.16,2.58,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.76,1.25,0.87,2.43,2.4,1.44,0.77,1.35,0.12,1.38,0.65,2.11,0.14,4.8,5.04,3.15,1.83,1.14,1.79,1.65,1.75,1.96,2.09,2.89,1.39,0.41,1.59,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.65,1.41,4.63,1.3,2.72,5.27,1.37,4.62,0.39,3.09,3.41,4.62,4.62,1.96,3.22,1.59,1.31,2.45,2.95,3.29,2.16,1.63,0.68,3.79,0.95,2.61,3.57,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.48,0.88,1.77,3.06,7.8,1.52,3.11,1.3,1.1,3.13,2.16,4.51,2.2,2.27,4.23,1.93,2.58,4.34,2.99,0.6,1.12,2.59,4.32,0.57,1.24,2.21,2.84,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,3.57,1.36,2.89,1.48,1.55,6.69,1.52,2.68,0.71,2.74,2.95,5.39,2.95,0.76,5.01,0.42,1.44,3.38,2.26,2.15,3.7,1.38,5.57,2.23,2.13,2.62,0.35,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,5.64,2.53,2.84,4.59,4.09,2.44,0.8,1.91,1.34,1.51,6.72,4.54,3.88,2.54,2.64,7.93,4.23,2.02,0.61,7.26,2.45,2.1,4.41,1.36,3.48,4.59,5.51,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,4.39,4.48,3.78,5.19,1.65,2.38,3.01,2.23,1.69,1.71,2.18,3.78,3.81,5.61,3.85,4.4,8.15,6.19,5.93,1.43,1.14,4.31,7.81,5.23,1.7,3.81,6.19,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,1.65,10.05,8.54,3.89,3.19,2.76,5.28,3.82,2.41,3.86,3.82,4.69,4.7,0.75,5.38,3.65,5.97,3.09,0.92,0.91,0.99,8.47,4.33,3.32,3.86,3.71,2.16,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,33.39,35.73,40.37,37.61,30.7,33.35,32.53,29.84,17.12,30.15,38.45,42.89,36.82,33.46,43.14,35.57,,33.98,28.46,27.36,22.84,31.43,39.05,29.68,34.72,27.95,36.1,29.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929 Apr estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
