"FRAMFIELD, HIGH CROSS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,509,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.87,3.06,3.88,1.66,2.59,3.61,4.02,2.29,4.83,1.24,3.98,
February,0.73,0.76,2.66,4.79,1.01,4.04,2.65,3.69,1.56,0.88,1.95,
March,2.20,2.31,2.03,2.53,1.76,0.88,0.37,4.06,2.07,0.05,1.61,
April,2.71,1.26,3.45,3.67,3.81,3.14,4.71,2.60,2.38,0.74,1.53,
May,1.42,1.97,0.71,3.91,4.08,2.85,3.02,1.13,1.66,2.05,2.30,
June,1.35,0.12,1.38,0.65,2.11,0.14,4.80,5.04,3.15,1.83,1.14,
July,4.62,0.39,3.09,3.41,4.62,4.62,1.96,3.22,1.59,1.31,2.45,
August,1.30,1.10,3.13,2.16,4.51,2.20,2.27,4.23,1.93,2.58,4.34,
September,2.68,0.71,2.74,2.95,5.39,2.95,0.76,5.01,0.42,1.44,3.38,
October,1.91,1.34,1.51,6.72,4.54,3.88,2.54,2.64,7.93,4.23,2.02,
November,2.23,1.69,1.71,2.18,3.78,3.81,5.61,3.85,4.40,8.15,6.19,
December,3.82,2.41,3.86,3.82,4.69,4.70,0.75,5.38,3.65,5.97,3.09,
Total,29.84,17.12,30.15,38.45,42.89,36.82,33.46,43.14,35.57,30.47,33.98,
Calc annual,29.84,17.12,30.15,38.45,42.89,36.82,33.46,43.14,35.57,30.47,33.98,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
