"TREHARRIS SERVICE RESERVOIR",,,,,,,,,,,,
Grid ref,ST095973,Long,-3.309974,Lat,51.667162,,,,,,,
Station no,4079,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,3.18,3.27,,
February,,,,,,,,,2.49,0.66,,
March,,,,,,,,,5.31,4.43,,
April,,,,,,,,,2.95,3.77,,
May,,,,,,,,,2.84,1.80,,
June,,,,,,,,,1.48,2.56,,
July,,,,,,,,,3.95,2.56,,
August,,,,,,,,,6.41,2.37,,
September,,,,,,,,,3.97,4.26,,
October,,,,,,,,,7.41,10.22,,
November,,,,,,,,,3.60,2.09,,
December,,,,,,,,,4.78,8.07,,
Total,,,,,,,,,48.37,46.06,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.37,46.06,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
