RAWTENSTALL (GREENFOLD RES. NO.1) +A,,,,,,,,,,,,
Grid ref,SD823261,Long,-2.269769,Lat,53.730990,,,,,,,
Station no,2923/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.23,6.30,2.10,5.05,3.36,5.56,4.55,5.48,3.52,6.42,,
February,4.36,1.50,2.93,4.95,3.60,1.53,4.61,7.49,0.81,5.44,,
March,5.69,2.50,2.43,3.57,2.76,1.84,5.12,2.51,2.76,1.74,,
April,2.54,3.92,3.98,0.93,3.01,3.43,0.35,1.78,3.50,3.61,,
May,2.14,2.88,2.64,3.81,4.35,2.04,1.92,5.54,2.62,2.44,,
June,1.28,4.08,3.40,3.26,3.60,4.03,2.08,4.68,4.49,1.71,,
July,4.13,2.56,6.06,5.61,1.23,5.70,5.75,4.09,4.08,8.35,,
August,5.97,7.21,5.74,7.32,1.73,12.57,5.91,4.76,0.71,7.26,,
September,3.38,4.83,4.99,5.98,4.41,4.33,7.00,5.41,0.38,3.87,,
October,1.31,5.85,2.72,9.36,3.67,3.27,6.66,4.97,5.67,5.84,,
November,10.44,2.54,5.95,8.01,3.29,1.86,3.00,2.23,5.87,9.19,,
December,9.71,4.33,2.43,7.47,7.27,6.41,6.17,4.80,9.48,5.51,,
Total,56.18,48.50,-999.00,65.32,42.28,52.57,53.12,53.74,43.89,61.38,,
Calc annual,56.18,48.50,45.37,65.32,42.28,52.57,53.12,53.74,43.89,61.38,,
Difference,0.00,0.00,-1044.37,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
