"KIRRIEMUIR CREICH HILL S SLOPE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5579,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.60,2.90,5.50,2.60,2.70,2.90,5.20,3.00,7.40,2.20,4.60,
February,2.20,0.60,2.50,8.90,1.50,3.60,5.00,2.00,2.60,1.50,0.60,
March,4.40,2.20,1.70,1.50,0.30,1.10,1.10,2.80,4.70,2.10,1.20,
April,1.50,0.50,1.60,2.80,1.80,3.25,2.60,1.70,1.20,0.80,2.40,
May,3.80,2.60,1.90,1.50,4.50,5.40,2.90,2.40,0.90,2.90,2.30,
June,1.30,0.50,1.10,0.80,1.40,0.36,3.00,3.20,2.50,1.80,2.20,
July,3.00,2.80,2.80,2.10,5.80,2.50,2.10,4.00,1.50,3.30,3.30,
August,3.10,4.50,2.00,4.80,4.00,3.20,2.50,5.50,6.10,4.60,8.20,
September,2.90,1.10,2.50,3.70,3.70,2.60,4.10,3.90,3.60,1.00,,
October,4.00,2.50,0.50,4.00,4.40,3.30,4.40,5.10,5.50,3.70,,
November,3.10,3.60,1.60,2.20,2.30,0.90,5.80,3.20,4.10,3.90,,
December,3.50,1.40,2.10,3.40,7.00,2.10,0.75,3.00,2.60,5.30,,
Total,35.40,25.20,25.80,38.30,39.40,31.21,39.45,39.80,42.70,33.10,,
Calc annual,35.40,25.20,25.80,38.30,39.40,31.21,39.45,39.80,42.70,33.10,24.80,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,
