"TRING (BULBOURNE)",,,,,,,,,,,,
Grid ref,SP932136,Long,-0.649432,Lat,51.813272,,,,,,,
Station no,989,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.59,1.09,0.62,2.70,3.62,1.16,3.79,1.00,1.58,0.70,,
February,4.85,1.38,1.36,1.14,3.58,0.95,1.89,1.16,1.01,0.39,,
March,0.78,2.68,1.42,3.28,1.49,3.06,1.70,1.06,2.98,3.20,,
April,1.07,2.52,0.97,1.78,1.24,2.10,0.72,2.64,3.09,1.88,,
May,1.17,1.53,1.84,2.84,2.48,1.47,1.29,3.52,1.67,1.86,,
June,3.32,0.99,2.67,6.42,1.25,3.70,3.33,2.17,1.31,3.86,,
July,2.07,2.74,1.35,3.78,4.06,1.22,0.49,2.45,1.76,2.45,,
August,3.24,2.18,2.91,4.63,2.66,2.86,1.18,2.05,2.33,2.55,,
September,0.44,1.61,1.09,2.02,1.13,2.04,1.32,0.46,1.38,2.19,,
October,2.33,2.36,1.62,7.52,1.33,1.73,5.42,4.42,1.76,3.55,,
November,3.02,0.87,2.18,2.15,1.74,3.03,3.76,2.30,0.89,0.80,,
December,3.06,4.10,1.45,2.20,2.33,0.88,2.35,3.89,1.55,2.78,,
Total,28.94,24.05,19.48,40.46,26.91,24.20,27.24,27.12,21.31,26.21,,
Calc annual,28.94,24.05,19.48,40.46,26.91,24.20,27.24,27.12,21.31,26.21,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,,
