STAINES-RESERVOIRS-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ042719,Long,-0.50231208,Lat,51.436525,Elevation,55,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,835/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,3.45,2.43,0.5,3.83,1.07,1.13,3.21,3.53,2.27,2.3,2.35,1.37,2.39,,,,,,,,,,1.39,0.86,4.32,3.9,2.28,4.51,2.47,2.36,2.57,4.09,1.41,1.63,1.48,1.43,3.79,0.94,0.67,3.06,1.81,0.71,1,2.12,3.68,1.82,2.38,2.18,2.03
February,,,1.63,0.83,2.72,3.12,3.59,0.91,1.08,2.34,0.43,0.28,2.15,3.17,0.59,,,,,,,,,,0.1,2.53,1.55,4.28,0.36,0.88,1.76,2.01,0.63,1.08,0.65,1.5,2.24,1.34,0.97,0.92,3.56,5.53,0.78,1.3,2.06,1.27,0.22,2.91,2.33,0.11,1.91
March,,,2.79,2.15,4,0.92,4.08,1.88,0.85,3.55,1.31,1.16,1.92,2.18,1.1,,,,,,,,,,2.11,0.27,1.05,3.14,0.17,0.87,2.92,3.62,1.62,0.4,0.12,0.43,1.01,4.68,0.52,1.1,0.77,3.31,2.67,0.38,2.18,0.91,0.57,0.97,1.31,1.81,1.2
April,,,0.07,2.6,0.6,1.06,0.87,1.97,3.4,2.42,3.27,0.77,2.85,1.97,3.43,,,,,,,,,0.67,1.55,2.88,1.64,2.22,0.09,2.27,2.07,1.48,1.01,0.72,1.17,1.11,2.26,1.55,1.34,1.38,3.05,2.3,1.33,2.42,0.37,0.27,1.19,0.2,1.12,2.15,0.5
May,,,1.08,1.7,1.26,3.16,1.56,1.59,2.42,0.19,0.98,1.08,0.97,1.95,3.22,,,,,,,,,2.45,0.6,1.14,0.48,2.54,1.63,1.44,1.47,1.71,2.2,2.24,0.44,1.8,3.17,1.49,3.12,1.89,1.48,2.17,2.41,1.38,3.46,3.85,0.22,1.05,2.46,0.62,1.88
June,,,3.54,0.86,3.75,0.67,1.93,2.69,0.86,1.2,2.55,0.24,1.09,0.28,2.79,,,,,,,,,1.81,0.89,3.34,3.11,2.04,0.43,1.32,0.74,1.54,0.28,1.17,1.44,1.92,2.42,2.71,3.16,0.35,1.02,0.93,1.53,1.42,3.63,2.26,1.56,1.07,3.96,0.36,1.91
July,,,1.38,1.24,2.23,4.26,1.02,5.91,4.58,2.97,4.16,0.25,3.49,2.37,3.67,,,,,,,,,0.97,2.9,0.81,3.22,0.81,0.85,3.12,2.28,3.75,1.28,2.63,1.57,4.21,2,1.84,0.74,0.53,3.9,1.23,0.44,3.53,2.38,0.35,7,3.79,2.56,2.97,3.76
August,,,4.45,1.35,1.51,2.3,4.33,4.47,1,2.14,1.5,1.03,2.4,1.6,2.38,,,,,,,,,0.58,2.44,2.19,0.62,1.51,3.01,2.14,0.04,5.14,2.53,1.27,3.08,1.4,4.08,0.36,2.88,1.76,2.87,3.48,3.3,1.6,3.14,0.81,4.23,5.22,2.71,1.9,2.62
September,,,2.57,2,0.87,2.14,1.52,2,4.96,1.35,1.9,2.05,1.72,1.53,3.05,,,,,,,,,2.39,1.45,3.16,2.52,1.93,1.33,0.88,1.29,0.36,0.75,1.89,1.74,1.99,2.79,1.04,1.27,1.47,2.52,2.62,3.24,1.73,2.26,1.67,2.02,2.54,3.41,0.14,2.64
October,,,2.52,4.08,1.52,2.43,3.95,3.5,1.38,0.68,1.59,0.79,0.81,5.24,3.37,,,,,,,,,1.56,1.48,2.52,1.66,2.58,2.37,4.32,2.69,0.83,2.76,2.54,2.73,2.88,0.86,0.11,1.99,5.51,0.3,0.85,2.9,2.83,2.34,3.48,3.34,1.92,2.26,2.33,6.32
November,,,1.67,2.23,2.47,2.15,4.15,1.08,2.22,1.49,1.34,1.81,1.58,1.61,2.88,,,,,,,,,1,1.89,4.45,2.78,1.34,2.92,4.24,6.56,2.5,1.99,1.24,3.41,0.21,4.13,1.01,1.6,2.19,4.98,5.65,2.85,1.1,4.08,1.29,0.37,2.26,2.03,2.37,3.55
December,,,2.64,1.01,6.74,5.83,2.72,1.13,2.29,4.19,1.97,1.24,2.74,2.24,3.85,,,,,,,,,0.4,4.84,2.42,1.57,3.42,2.94,1.1,0.94,1.51,2.46,1.22,1.15,2.8,2.1,2.53,2.96,1.61,1.61,1.61,2.55,0.69,2.07,2.03,2.93,1.66,3.54,3.41,2.45
Total,,,27.79,22.48,28.17,31.87,30.79,28.26,28.25,26.05,23.27,13,24.07,25.51,32.72,,,,,,,,,,21.64,26.57,24.52,29.71,18.38,27.09,25.23,26.81,20.08,20.49,18.91,21.88,28.54,20.09,24.34,19.65,26.73,32.74,25.81,19.09,28.97,20.31,27.33,25.41,30.07,20.35,30.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is from the 1950s record and is the Pumping Station, as opposed to pump house, SW of the Staines reservoirs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is a pencil note on the 1920s record suggesting that the 1920s readings might actually be for the gauge on the West Side of the reservoir. Readings left in the Pumping Station record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
