"FINDON (NORTH END)",,,,,,,,,,,,
Grid ref,TQ118097,Long,-0.412325,Lat,50.875993,,,,,,,
Station no,487/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.62,3.32,1.01,1.29,4.86,5.64,3.31,5.51,4.27,3.51,,
February,6.72,1.10,1.41,3.42,2.05,0.30,5.57,3.17,0.13,3.94,,
March,4.68,3.69,0.44,4.12,1.13,0.55,2.55,2.45,2.17,2.51,,
April,2.55,2.32,3.54,0.49,0.53,1.88,0.22,1.21,2.96,0.77,,
May,2.93,2.11,1.68,2.01,4.42,0.61,1.40,3.80,0.82,0.76,,
June,2.97,1.42,1.81,3.06,2.99,2.55,2.35,4.01,1.31,1.77,,
July,3.29,0.59,3.70,4.04,1.77,4.48,4.53,1.97,1.63,5.73,,
August,5.63,2.74,2.19,3.10,1.95,4.82,3.07,4.98,1.89,5.41,,
September,3.89,4.92,4.54,3.50,3.06,4.20,4.28,5.35,0.11,6.50,,
October,1.72,4.41,4.20,3.68,3.76,2.08,2.44,3.73,3.43,10.06,,
November,5.85,4.74,2.12,5.97,2.07,0.83,3.38,3.04,3.94,7.01,,
December,3.33,4.13,0.92,3.44,4.59,5.41,3.00,5.15,9.43,5.29,,
Total,48.18,35.49,27.56,38.12,33.18,33.35,36.10,44.37,32.09,53.26,,
Calc annual,48.18,35.49,27.56,38.12,33.18,33.35,36.10,44.37,32.09,53.26,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
