"RIVER ASHOP (WEIR) NO. 80A",,,,,,,,,,,,
Grid ref,SK140895,Long,-1.790898,Lat,53.402140,,,,,,,
Station no,2692/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.61,6.78,2.27,5.12,3.49,8.84,3.61,6.48,5.55,8.69,,
February,6.80,2.73,3.33,3.64,2.70,1.54,4.43,7.55,0.53,4.05,,
March,7.92,3.12,3.68,3.05,3.54,2.79,4.57,3.22,2.36,2.81,,
April,3.44,3.35,3.47,0.92,1.63,2.94,0.86,1.63,3.75,3.23,,
May,3.26,2.81,2.25,3.90,5.74,1.35,1.67,3.57,1.53,2.40,,
June,1.85,3.06,3.09,3.09,4.00,4.12,2.04,5.76,2.87,1.65,,
July,3.27,3.12,5.15,6.73,1.47,9.76,6.04,6.39,4.70,7.29,,
August,6.45,2.73,4.99,7.41,1.58,10.51,8.85,3.90,0.39,6.28,,
September,3.42,6.67,2.38,6.27,2.75,4.79,8.27,5.77,0.15,5.31,,
October,1.48,6.31,2.22,8.21,4.43,3.89,6.00,4.55,4.32,7.64,,
November,10.95,4.01,3.82,7.83,3.09,2.69,3.00,2.42,5.16,9.11,,
December,7.82,5.25,2.14,8.92,7.89,7.13,7.54,5.10,8.00,7.12,,
Total,64.27,49.94,38.79,65.09,42.31,60.35,56.88,56.34,39.31,65.58,,
Calc annual,64.27,49.94,38.79,65.09,42.31,60.35,56.88,56.34,39.31,65.58,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
