TUNBRIDGE-WELLS-ETHERTON-HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ5594541893,Long,0.22851541,Lat,51.155047,Elevation,276,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,0.32,1.45,0.99,2.33,2.48,2.07,3.96,1.8,0.58,0.87,2.71,,0.45,1.68,3.62,2.25,0.61,1.83,0.38,2.55,3.66,1.18,1.15,2.45,5.25,1.31,4.28,1.27,1.97,1.12,2.8,1.46,2.97,4.64,0.74,3.72,1.69,1.55,3.29,
February,2.79,2.81,1.19,4.02,1.55,3.25,0.32,0.65,1.39,2.22,1.24,0,1.52,3.86,1.83,0.61,0.22,2.59,1.33,3.12,6.22,1.38,1.47,1.5,4.15,0.93,2.78,1.61,1.3,0.75,4.51,1.55,2.52,1.11,4.79,5.05,5.26,0.76,1.05,
March,0.47,1.52,1.13,1.21,1.75,1.73,1.64,1.49,3.69,2.1,2.33,2.28,1.63,0.41,1.34,1.34,2.37,4.08,1.31,1.05,1.23,2.91,1.95,3.09,1.98,4.12,1.86,0.88,3.04,4.56,1.91,2.45,5.52,3.24,6.02,0.74,4.17,1.76,0.97,
April,2.04,-999,2.5,1.52,1.19,1.84,2.03,1.7,1.78,3.61,2.6,0.45,1.3,0.06,1.82,1.7,0.56,2.13,0.92,2.74,1.06,2.49,0.75,2.18,1.14,2.53,1.31,3.4,2.47,1.7,2.15,2.21,0.08,3.4,1.61,1.43,1.66,2.52,2.68,
May,0.22,-999,1.06,2.13,0.54,2.9,4.08,1.86,0.91,1.37,1.72,3.71,1.46,0.57,1.39,0.08,0.33,0.89,3.48,1.79,1.02,0.61,3.18,2.02,2.53,1.79,1.84,2.08,1.71,1.89,2.74,1.08,1.09,1.82,0.85,4.52,2.51,2.36,1.57,
June,3.21,1.38,2.35,1.92,1.3,0.89,0.71,0.98,2.88,2.53,2,2.11,2.91,1.01,2.25,0.26,3.88,2.13,1.41,0.58,3.07,0.82,2.47,4.02,1.62,4.13,2.79,2.54,2.28,3.08,2.57,2.14,2.81,0.63,0.72,0.58,2.88,2.9,0.6,
July,2.78,1.12,3.22,3.09,2.19,0.25,2.08,1.32,3.76,2.48,4.44,3.08,1.39,3.55,4.02,3.13,0.87,0.33,0.37,1.63,1.99,2.01,2.04,6.16,1.73,0.36,1.14,1.25,3.85,2.93,2.4,0.4,1.24,2.73,1.9,4.07,1.18,4.83,4.54,
August,0.95,3.81,1.5,0.58,0.59,0.72,2.81,2.94,2.88,2.36,2.67,3.59,2.08,0.65,2.12,1.76,2.19,2.63,1.07,0.71,2.2,1.58,3.91,4.16,1.22,2.27,0.83,2.1,4.42,2.66,2.62,0.74,6.55,1.23,1.05,1.83,3.04,5.06,0.87,
September,5.08,2.26,3.03,3.23,3.85,4.76,1.49,3.41,1.95,1.32,0.89,1.44,1.93,2.72,2.9,0.35,5.59,2.6,0.34,2.14,1,1.19,0.51,2.59,1.88,2.27,0.95,0.43,2.36,3.22,0.41,1.65,3.43,1.89,0.93,2.42,1.21,1.5,5.81,
October,8.24,3.09,6.93,2.14,1.25,3.51,3.41,1.51,1.59,6.15,0.63,8.19,5.22,4.06,4.09,2.67,3.81,0.25,3.46,2.53,2.56,3.12,2.12,8.07,2.74,3.23,4.59,4.94,1.82,6.11,2.95,5.6,4.06,5.46,2.24,2.52,4.97,4.72,2.13,
November,2.24,3.65,3.3,3.97,0.68,3.37,3.85,5.54,4.34,1.43,2.67,2.6,2,1.93,4.94,5.11,1.41,1.05,2.91,4.98,3.39,0.65,3.04,3.25,1.76,7.65,6.31,2.35,0.99,1.34,4.01,6.01,2.49,3.98,4.63,3.47,5.57,1.89,2.72,
December,3.09,2.91,2.49,1.08,3.24,1.06,4.77,1.9,1.64,1.47,0.69,3.12,1.1,2.24,1.75,3.29,3.31,3.37,2.05,1.7,3.9,4.65,2.07,2.7,3.71,1.33,2.38,3.15,2.95,4.12,3.98,7.03,3.6,1.43,8.63,7.43,3.87,2.06,2.57,
Total,31.43,25.44,29.69,27.22,20.61,26.35,31.15,25.1,27.39,27.91,24.59,,22.99,22.74,32.07,22.55,25.15,23.88,19.03,25.52,31.3,22.59,24.66,42.19,29.71,31.92,31.06,26,29.16,33.48,33.05,32.32,36.36,31.56,34.11,37.78,38.01,31.91,28.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881 Apr-May -999 (1.44),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891 Jan estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905 Feb IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
