RUFFORD ORMSKIRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD461158,Long,-2.8166,Lat,53.6364,Elevation,38,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,2,2.05,4,2.4,4.95,5.76,3.42,3,0.66,2.81,2.82,1.38,1.87,4.42,0.76,2.83,4.38,1.95,2.4,3.98,3.32,2.43,3.55,2.45,1.32,4.57,4.31,2.8,3.79,1.38,5.56,2.99,1.34,0.49,0.64,2.55,4.73,4.33,1.73,3.76,3.12,1.4,1.01,3.94,1.78,3,1.21,2.5,2.92,1.76,1.18,2.71,4.63,4.27,2.04,2.08,2.47,2.81,1.45,4.19,,,,,,,,,,,,,2.1,3.75,0.85,3.59,3.62,1.86,4.05,,2.24,2.62,4.43
February,,,,,,,,2.5,6.05,1.65,2.58,2.15,3.6,0.86,1.95,1.33,2.72,2,0.03,2.9,1.2,2.9,0.58,0.9,1.87,2.02,3.43,2.02,2.06,3.93,1.02,2.82,3.41,0.74,1.61,0.85,3.11,3.69,1.4,2.73,2.14,4.43,1.68,2.16,2.56,2.88,0.8,1.11,0.73,1.63,0.57,0.09,2.04,3.99,3.92,0.35,1.61,2.55,2.15,1.78,3.02,1.81,1.81,2.59,3.87,1.45,3.32,,,,,,,,,,,,,1.01,3.38,2.94,1.73,1.16,1.88,3.86,,1.13,3.29,1.1
March,,,,,,,,1.27,3,0.7,0.9,2.78,0.28,1.32,1.3,2.62,0.64,2.17,1.98,3.77,3.48,4.27,3.79,1.33,2.47,1.61,2.4,1.08,3.5,1.13,2.09,1.12,3.95,3.3,2.96,0.76,2.54,2.83,1.34,1.36,2.58,3.29,2.84,1.02,2.62,2.61,2.65,1.79,2.93,1.92,2.31,0.92,1.01,0.66,2.5,2.68,4.07,2.92,0.99,1.62,0.76,2.36,2.32,2.87,2.14,3.17,2.58,,,,,,,,,,,,,2.91,0.78,1.03,5.21,3.5,3.85,1.11,,2.14,0.09,3.5
April,,,,,,,,1.72,2.2,1.58,3.43,0.98,0.3,1.94,0.68,0.67,2.61,1.62,2.92,2.99,1.03,1.47,2.54,1.14,1.39,1.49,0.63,3.5,1.66,2.84,1.44,2.56,2.77,0.72,1.15,0.71,2.66,2.01,1.58,2.32,1.12,1.27,3.96,1.63,1.22,1.49,1.76,1.35,1.09,2.47,1.43,1.83,1.55,0.25,1.09,2.38,1.11,2.24,2,3.51,1.64,1.85,1.74,2.35,1.84,2.52,0.94,,,,,,,,,,,,,3.09,2.25,2.86,0.07,3.95,0.87,2,,2.37,0.08,1.5
May,,,,,,,,4,1.95,1.9,1.2,1.7,2.15,1.2,1.7,1.81,2.18,2.2,2.44,0.95,2.56,1.2,4.44,2.43,2.05,3.63,1.35,1.27,1.68,3.4,1.62,1.62,2.25,1.99,1.42,2.02,0.58,2.63,4.31,2,2.48,3.28,1.91,0.74,1.5,1.06,4.14,1.83,0.69,3.57,2.22,2.18,3.29,1.62,2.98,0.85,0.41,1.54,3.6,2.57,1.73,0.84,3.48,2.77,1.58,0.3,3.3,,,,,,,,,,,,,1.48,3.16,1.14,2.52,2.62,1.74,1.17,,2.32,2.75,1.48
June,,,,,,,,2.95,5.52,1.77,1.85,4.1,3.3,3.48,1.76,4.43,3.05,3.8,1.27,3.06,5.43,3.08,3.17,4.46,3.37,0.63,4.15,0.94,0.41,1.43,1.58,2.05,6.05,1.62,1.09,3.19,3.05,1.95,3.37,3.44,3.23,2.48,4.61,2.76,1.79,2.15,1.52,0.96,2.02,0.57,2.27,1.81,2.9,1.37,2.77,1.22,2.63,3.87,2.6,1.37,3.55,1.81,1.46,1.84,2.25,2.52,2.68,,,,,,,,,,,,,2.68,3.07,2.69,5.23,2.19,1.19,2.21,,2.88,1.65,2.48
July,,,,,,,,1.33,3.5,5.05,4.58,2.76,5.1,5.47,2.88,4.82,3.25,2.31,3.23,2.82,2.04,3.41,3.59,1.85,1.85,2.27,4.18,4.15,0.31,0.98,0.55,4.94,7.08,3.34,2.65,6.37,3.19,6.62,0.41,4.35,5.52,3.46,5.31,2.08,3.35,1.56,4.6,1.18,5.6,2.55,2.69,2.81,2.85,3.97,2.99,3.54,2.66,1.71,0.53,2.44,1.09,1.71,2.65,2.57,1.22,2.36,1.63,,,,,,,,,,,,,5.47,5.22,0.35,5.68,2.37,5.44,4.67,,1.41,2.3,1.28
August,,,,,,,,2.75,7.44,3.5,5.8,3.72,4.92,2.62,3.66,1.96,3.42,4.17,2.42,5.13,6.24,3.68,2.95,4.37,1.79,4.38,4.22,1.76,3.24,1.97,2.12,1.09,3.12,3.48,4.12,2.62,3.46,6,5.58,6.97,1.52,5.03,3.3,2.34,1.92,1.92,1.92,1.6,3.53,4.5,4.26,7.62,4.51,3.71,3.89,2.88,2.93,4.74,5.71,1.39,5.15,3.14,2.22,4.68,4.33,2.8,2.95,,,,,,,,,,,,,3.13,4.97,3.31,5.67,1.8,2.1,3.78,,5.57,2.7,3.07
September,,,,,,,,5.6,3,4,2.73,2.25,2.68,2.4,2.36,1.34,4.2,2.89,4.47,4.27,2.46,4.72,3.8,5.62,3.52,0.38,6.88,2.18,1.58,6.71,2.72,3.62,6.6,2.76,3.27,4.59,4.99,3.91,4.24,3.44,3.92,1.7,2.53,5.08,2.33,3.49,3.96,3.46,1.28,2.95,2.8,3.89,4.09,4.08,0.36,1.21,5.32,3.86,1.22,4.86,1.62,1.19,1.5,5.26,2.03,2.2,0.96,,,,,,,,,,,,,2.66,0.44,4.31,1.62,2.2,3.78,0.69,,2.54,9.33,1.22
October,,,,,,,,4.37,4.7,4.9,3.88,5.28,4.55,4.15,3.46,5.13,1.88,2.44,3.63,3.14,4.22,3.17,5,6.57,2.9,4.53,2.48,5.16,5.56,3.3,8.8,6.9,4.77,4.59,5.19,4.82,2.49,4.69,4.36,1.93,2.6,3.52,2.7,4.81,2.09,5.02,5.04,2.06,3.08,2.44,2.16,3.66,4.89,3.99,3.21,4.83,4.8,2.28,3.78,2.88,4.71,2.42,3.36,6.59,2.34,3.42,6.39,,,,,,,,,,,,,4.89,2.78,2.64,3.78,2.55,2.52,1.28,,7.14,3.05,1.67
November,,,,,,,,4.6,3.2,3.96,3.6,2.02,6.6,3.03,4.47,1.12,2.89,1.7,1.61,1.86,2.62,4.13,1.91,3.89,3.7,2.95,4.88,2,2.88,3.87,3.14,1.4,3.81,2.04,4.53,3.55,4.21,5.42,2.57,0.91,4.17,3.68,5.12,3.41,1.47,2.91,2.61,1.16,4.94,1.87,6.21,4.08,2.51,1.77,3.1,2.93,1.51,4.48,3.57,1.74,3.56,4.19,2.04,3.82,2.31,4.56,1.48,,,,,,,,,,,,,1.57,4.99,3.42,2.96,3.81,4.44,1.69,,3.72,2.29,1.72
December,,,,,,,,5.25,2.5,2.4,2.4,0.8,5.52,0.54,4.44,1.75,3.33,2.52,3.63,3.65,3.96,2,3.1,2.8,2.28,1.56,4,3.03,6.88,2.82,2.31,2.51,3.88,1.42,3.06,1.32,4.91,4.37,2.48,2.03,5.37,4.05,3.14,1.87,3.39,1.77,4.45,2.38,1.94,3.3,0.58,5.96,2.37,3.9,3.14,2.96,4.7,3.31,2.98,2.69,3.7,3.81,2.75,2.94,2.94,0.66,4.17,,,,,,,,,,,,,6.13,3.18,5.18,2.41,2.19,5.69,5.01,,2.27,7.2,4.08
Total,,,,,,,,38.34,45.11,35.41,35.35,33.49,44.76,30.43,31.66,27.64,32.98,30.64,29.01,36.41,39.66,34.79,37.7,39.74,29.14,27.85,42.58,30.41,32.19,35.93,29.84,31.95,52.26,30.31,33.85,34.59,36.57,49.68,34.63,32.82,35.14,36.83,39.65,32.63,28.57,28.59,37.21,22,29.23,28.78,31.44,36.63,35.01,30.52,32.45,28.75,33.51,34.68,31.84,31.48,34.8,27.17,27.41,40.75,29.66,27.41,34.59,34.09,,,,,,,,,,,,37.12,37.97,30.72,40.47,31.96,35.36,31.52,,35.73,37.35,27.53
