"RUFFORD",,,,,,,,,,,,
Grid ref,SD463160,Long,-2.813651,Lat,53.637748,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,2.10,,
February,,,,,,,,,,1.01,,
March,,,,,,,,,,2.91,,
April,,,,,,,,,,3.09,,
May,,,,,,,,,,1.48,,
June,,,,,,,,,,2.68,,
July,,,,,,,,,,5.47,,
August,,,,,,,,,,3.13,,
September,,,,,,,,,,2.66,,
October,,,,,,,,,,4.89,,
November,,,,,,,,,,1.57,,
December,,,,,,,,,,6.13,,
Total,,,,,,,,,,37.12,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.12,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
