"WORKSOP HODSOCK PRIORY",,,,,,,,,,,,
Grid ref,SK612853,Long,-1.081859,Lat,53.361041,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.87,1.04,0.83,2.24,1.96,0.53,2.89,0.73,0.99,1.06,,
February,3.82,1.02,1.37,0.92,3.22,0.72,1.97,1.43,1.42,0.52,,
March,0.62,1.88,1.58,2.58,1.66,1.89,1.24,1.28,2.74,3.19,,
April,1.11,1.18,2.22,1.08,1.13,1.71,0.55,1.65,1.95,1.49,,
May,1.67,0.97,2.66,2.48,1.92,0.38,1.31,2.89,1.99,1.36,,
June,1.53,1.61,1.06,1.27,0.34,2.38,2.06,2.07,1.57,3.04,,
July,1.68,2.98,1.59,2.16,2.15,1.22,0.38,1.37,2.43,3.53,,
August,4.52,1.56,3.88,4.94,3.41,2.40,1.37,1.67,2.12,3.02,,
September,1.19,0.64,0.97,2.80,1.18,1.16,0.93,0.48,1.77,2.22,,
October,2.56,1.50,2.14,4.81,0.25,1.13,4.91,5.25,0.59,2.51,,
November,1.95,2.41,1.56,1.39,0.94,2.53,2.70,1.86,1.15,0.22,,
December,2.97,5.02,1.72,0.89,1.17,0.41,2.48,2.27,1.31,5.11,,
Total,26.49,21.81,21.58,27.56,19.33,16.46,22.79,22.95,20.03,27.27,,
Calc annual,26.49,21.81,21.58,27.56,19.33,16.46,22.79,22.95,20.03,27.27,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
