KETTERING (LONDON ROAD) MOVED TO PIPERS HILL,,,,,,,,,,,,
Grid ref,SP867783,Long,-0.727249,Lat,52.395863,,,,,,,
Station no,1123/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,1.08,1.86,4.18,1.35,2.31,,,,
February,,,,2.86,2.39,0.77,2.18,3.91,,,,
March,,,,2.77,2.42,0.76,1.92,1.69,,,,
April,,,,0.43,0.73,1.19,0.31,0.80,,,,
May,3.98,,1.52,3.00,4.23,0.66,1.54,,,,,
June,1.37,,2.71,2.28,2.45,2.72,1.68,5.24,,,,
July,0.83,,2.38,2.86,0.17,3.60,3.31,3.08,,,,
August,4.02,,2.50,5.45,0.72,4.25,2.32,2.16,,,,
September,1.65,,,2.19,1.16,1.85,5.34,1.66,,,,
October,0.98,,2.17,2.54,2.34,1.18,1.24,2.00,,,,
November,5.04,,1.86,5.07,1.41,0.73,1.73,1.83,,,,
December,2.15,,0.61,2.80,1.93,2.66,2.43,,,,,
Total,,,,33.33,21.81,24.55,25.35,,,,,
Calc annual,20.02,0.00,13.75,33.33,21.81,24.55,25.35,24.68,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,,
