LUNEDALE GRASSHOLME RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY946224,Long,-2.085093,Lat,54.596752,Elevation,936,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,6,1.9,3.67,5.14,3.94,4.99,4.95,4.4,4.78,4.36,6.42,8.76,5,3.32,3.26,4.43,4.88,3.3,8.3,1.48,7.14,4.03,4.22,2.69,4.34,1.92,4.85,5.01,5.83,6.79,1.9,3.68,3.9,5.48,4.76,5.35,3.43,4.1,10.11,1.82,2.57,3.15,3.84,1.15,3.82,2.75,4.13,5.66,3.16,2.5,5.9
February,5.31,5.49,2.71,2.5,5.21,4.82,6,1.22,5.41,1.92,3.4,0.27,4.63,6.53,1.24,6.03,3.56,1.36,4.92,0.95,1.22,3.43,0.75,6.75,0.18,7.06,3.21,5.47,1.68,4.2,2.6,4.29,2.3,3.17,2.68,5,3.55,4.08,3.73,4.08,6.67,4.46,0.89,2.07,2.78,2.32,1.73,3.52,6.52,0.7,3.67
March,1.61,2.34,3.95,6.84,3.8,1.17,5.02,2.97,1.46,5.24,4.19,3.06,3.08,1.89,1.47,1.96,2.79,3.17,3.73,0.39,2.24,1.21,2.71,2.72,4.22,1.8,2.7,3.07,2.43,3.98,4.55,4.21,2.61,2.04,0.34,2.03,1.8,5.86,2.41,1.3,1.89,3.64,2.34,0.62,2.05,1.67,2.21,2.2,2.53,1.69,2.01
April,3.21,2.77,0.66,4.23,1.72,1.88,2.13,2.4,1.17,1.78,4.46,1.01,3.49,2.96,2.24,4.48,1.85,2.65,0.92,1.59,2.79,3.47,4.21,2.37,3.61,4.07,1.31,2.71,0.51,1.8,2.14,1.97,2.24,2.74,2.2,3.54,1.28,6.06,3.3,3.54,2.64,3.31,2.05,3.26,0.84,1.12,0.99,0.35,1.57,3.11,2.54
May,2.53,1.79,2.6,3.2,1.94,1.5,3.53,1.9,2.21,1.57,4.67,1.96,1.44,2.95,6.44,4.21,1.94,2.36,1.86,1.81,1.68,3.19,3.59,2.35,2.39,0.48,2.04,3.07,3.63,0.77,1.32,1.7,1.97,4.57,1.87,4.17,1.79,1.74,1.57,1.43,2.11,3,2.42,2.2,5.28,3.14,1.29,2.13,4.92,0.47,2.45
June,1.1,2.74,6.9,2.15,3.31,0.42,2.35,1.75,1.23,1.15,2.42,0.59,1.52,0.94,1.78,0.03,2.72,2.79,5.95,1.52,1.98,5.04,1.08,1.43,2.28,2.93,3.58,1.64,3.47,2.75,0.74,0.24,0.94,3.26,2.82,3.44,2.1,3.93,4.43,0.67,1.98,0.97,1.45,1.88,2.88,2.3,2.47,1.48,3.65,1.61,1.18
July,3.67,0.91,4.24,1.26,1.83,2.93,2.96,1.11,5.36,2.24,4.84,2.44,4.14,2.92,4.76,2.56,3.99,4.99,2.32,3.8,5.32,3.45,4.05,1.88,2.84,1.13,3.62,1.83,4.11,5.15,4.45,1.82,2.82,2.39,4.51,1.43,4.23,3.84,1.47,2.81,3.46,1.32,1.51,3.58,2.18,1.53,3.48,4.32,3.27,2.15,5.29
August,6.43,3.14,5.48,1.11,2.48,3.48,2.59,7.58,3.85,2.85,1.41,5.54,2.92,5.57,2.32,2.85,3.16,8.55,6.23,3.19,5.36,4.05,1.51,1.76,3.62,1.3,2.07,1.15,3.15,2.64,1.31,4.21,3.25,6.43,1.99,4.37,4.67,0.24,4.37,1.83,5.77,3.04,4.21,5.19,5.39,1.57,7.88,6.07,3.83,0.69,2.46
September,0.42,2.52,2.75,3.49,2.27,1,2.14,2.25,8.82,2.38,1.77,1.54,5.15,3.57,4.11,3,5.27,6.3,0.89,2.09,3.52,1.92,4.13,1.96,2.43,7.61,6.21,3.06,1.89,1.52,3.64,0.29,2.8,4.07,6.68,2.53,5.79,3.82,4.25,2.2,5.76,2.73,3.42,3.7,5.81,1.85,4.2,4.06,4.09,1.13,2.38
October,3.68,4,4.13,3.2,2.15,1.03,7.2,5.51,3.29,4.38,2.8,2.68,1.67,5.96,4.2,4.07,4.61,3.54,4.2,3.92,4.42,2.07,5.78,4.48,6.86,6.41,3.51,2.47,8.98,5.93,4.76,5.24,3.4,3.94,3.98,5.82,0.91,1.02,2.6,5.1,2.68,0.88,3.91,1.77,8.66,1.9,2.98,4.22,3.04,3.32,6.21
November,3.44,5.45,3.38,3.9,7.35,2.33,5.07,3.59,2.65,4.69,1.76,2.41,1.05,6.81,2.82,2.13,6.22,5.59,6.04,5.59,4.71,4.32,3.12,2.69,2.23,5.75,4.57,1.36,5.84,5.83,5.33,3.65,1.22,2.97,8.5,1,6.79,5.85,2.42,5.98,5.96,9.18,2.61,3.97,7.1,1.99,1.34,1.86,0.81,5.3,5.87
December,4.14,6.33,6.36,3.16,7.95,7.28,4.09,2.51,4.93,5.36,4.53,7.43,6.53,2.88,6.24,6.8,1.69,2.63,2.15,8.55,3.25,2.22,2.85,0.93,5.64,2.26,4.98,2.87,4.88,1.57,3.39,1.96,4.36,2.46,4.22,2.39,4.33,3.74,3.77,7.21,2.35,8.17,3.08,1.62,4.86,6.84,5.53,4.82,4.48,7.41,5.43
Total,41.54,39.38,46.83,40.18,43.95,32.83,48.03,37.19,45.16,37.92,42.67,37.69,40.62,46.3,40.88,42.55,42.68,47.23,47.51,34.88,43.63,38.4,38,32.01,40.64,42.72,42.65,33.71,46.4,42.93,36.13,33.26,31.81,43.52,44.55,41.07,40.67,44.28,44.43,37.97,43.84,43.85,31.73,31.01,51.65,28.98,38.23,40.69,41.87,30.08,45.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Jan & May transcription error from record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
