"THRAPSTON DRAYTON HOUSE",,,,,,,,,,,,
Grid ref,SP962799,Long,-0.587217,Lat,52.408657,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.12,4.08,0.98,1.07,0.86,,
February,,,,,,0.66,1.66,1.33,0.95,0.38,,
March,,,,,,2.40,1.78,1.01,2.90,3.01,,
April,,,,,,1.87,0.47,2.57,2.72,1.30,,
May,,,,,,1.24,1.55,4.61,1.29,1.45,,
June,,,,,,2.49,5.91,1.25,1.08,2.68,,
July,,,,,,0.95,1.39,3.11,1.81,2.38,,
August,,,,,,2.51,1.25,1.70,2.62,2.02,,
September,,,,,,1.71,1.26,0.68,1.63,2.18,,
October,,,,,,1.28,3.88,3.47,1.66,3.42,,
November,,,,,,2.58,3.95,2.47,0.96,0.44,,
December,,,,,,0.78,2.72,3.24,1.64,3.86,,
Total,,,,,,19.59,29.90,26.42,20.33,23.98,,
Calc annual,0.00,0.00,0.00,0.00,0.00,19.59,29.90,26.42,20.33,23.98,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,-0.00,0.00,,
