"THRAPSTON (DRAYTON HOUSE)",,,,,,,,,,,,
Grid ref,SP962801,Long,-0.587160,Lat,52.410455,,,,,,,
Station no,1128,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.42,1.71,0.92,0.90,2.54,3.13,0.95,,,,,
February,3.08,0.56,2.05,2.09,2.29,0.55,1.53,,,,,
March,3.54,2.68,0.91,2.51,2.38,0.94,0.98,,,,,
April,2.87,1.54,1.90,0.34,0.67,0.81,0.36,,,,,
May,3.12,2.01,1.68,2.82,3.83,0.59,1.49,,,,,
June,0.81,0.99,1.73,2.29,2.51,2.32,2.06,,,,,
July,0.67,0.39,1.92,2.63,0.21,2.18,2.70,,,,,
August,4.11,3.77,2.35,4.17,1.09,2.97,2.53,,,,,
September,1.74,2.00,1.47,1.83,0.93,1.64,4.54,,,,,
October,0.88,2.34,1.84,2.42,2.12,1.01,1.09,,,,,
November,4.67,3.09,1.65,5.40,1.32,0.53,1.71,,,,,
December,1.83,2.02,0.67,2.93,1.33,1.79,2.27,,,,,
Total,29.74,23.10,19.09,30.33,21.22,18.46,22.21,,,,,
Calc annual,29.74,23.10,19.09,30.33,21.22,18.46,22.21,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,,
