"WINCHESTER (HARESTOCK)",,,,,,,,,,,,
Grid ref,SU469318,Long,-1.331809,Lat,51.083609,,,,,,,
Station no,724/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,2.46,3.06,4.69,2.75,4.12,3.84,4.55,,
February,,,,3.10,1.54,0.18,3.95,2.77,0.11,3.04,,
March,,,,3.47,1.24,0.90,2.10,1.86,3.83,1.75,,
April,,,,0.50,0.49,1.33,0.17,0.78,3.36,1.37,,
May,,,,1.76,4.24,0.54,1.50,2.10,0.52,0.99,,
June,,,,3.46,2.88,2.12,1.29,3.40,0.92,2.84,,
July,,,3.70,3.02,0.39,3.51,4.26,2.32,2.36,4.74,,
August,,,2.07,3.70,0.34,3.67,3.81,4.23,2.29,4.80,,
September,,,2.46,3.11,2.53,3.77,3.29,5.15,0.07,5.18,,
October,,,4.36,3.21,5.25,3.42,2.82,2.77,3.02,9.81,,
November,,,1.62,6.34,2.67,0.70,3.50,2.53,3.80,4.98,,
December,,,0.78,3.12,4.15,5.78,3.01,3.78,7.65,4.32,,
Total,,,,37.25,28.78,30.61,32.45,35.81,31.77,48.37,,
Calc annual,0.00,0.00,14.99,37.25,28.78,30.61,32.45,35.81,31.77,48.37,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
