WOLVERHAMPTON-TOWN-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO912987,Long,-2.1313173,Lat,52.586033,Elevation,482,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,2.59,2.36,2.76,1.62,,,,,1.8,2.39,3.48,2.46,1.48,3.24,2.95,0.74,0.39,3,2.12,1.91,1.57,1.44,3.6,0.59,2.15,1.08,3.36,2.96,1.45,1.09,1.72,2.09,0.94,3.27,1.24,0.97,1.17,1.57,0.67,3.01,3.59,1.37,3.34,0.95,1.91,2.16,2.59,2.78,2.17,3.58,1.95,2.86,2.18,2.54,4.08,4.1,1.29,
February,,,,0.95,2.75,1.21,2.57,,,,,2.19,2.6,2.48,1.61,2.14,0.76,0.44,0.81,1.59,0.78,0.03,1.45,2.72,2.35,0.21,0.42,3.06,1.44,2.12,3.35,1.4,1.12,1.35,3.06,0.83,1.97,1.4,1.32,0.55,2.46,1.68,0.93,0.59,1.64,3.08,4.48,0.87,1.49,2.1,1.25,0.3,3,4.16,0.84,3.91,1.67,1.96,2.54,0.27,
March,,,,2.54,0.8,0.78,2.23,,,,,2.37,2.01,1.32,2.24,0.8,2.8,1.32,2.24,2.92,1.23,1.33,0.87,0.34,1.17,1.6,1.56,2.42,1.04,0.92,0.77,1.91,1.39,4.52,1.63,2.77,1.11,1.04,2.88,2.17,0.45,1.68,3.7,5.2,2.09,0.77,2.87,1.78,1.39,3.53,2.47,1.39,1.98,1.57,0.66,1.11,0.86,1.87,2,0.17,
April,,,,0.85,1.44,0.77,3.27,,,,,0.8,3.16,0.98,1.23,1.62,1.94,1.24,1.78,3.86,0.98,1.54,1.11,0.5,1.74,2.5,0.65,1.85,1.55,2.07,0.92,1.83,1.73,1.57,1.38,1.82,1.55,1.91,2.19,1.75,1.78,0.99,0.28,2.81,0.77,1.28,1.52,1.61,2.59,1.85,3.88,1.24,2.69,2.47,2.61,2.27,2.03,1.75,1.2,0.37,
May,,,,2.62,1.98,1.57,0.66,,,,,1.43,2.91,1.23,1.42,1.8,5.96,1.71,0.67,3.66,1.8,3.58,2.18,1.97,2.78,0.64,0.27,1.43,2.78,2.06,1.94,1.1,3.29,2.11,2.03,0.63,2.62,3.75,3.51,1.06,1.62,0.55,2.11,2.08,1.25,2.17,2.42,2.96,2.85,0.92,3.24,1.35,1.04,2.05,4.76,3.29,3.2,1.73,0.33,2.17,
June,,,,3.19,0.51,3.43,3.17,,,,,2.73,5.75,2.9,2.84,2.66,1.29,1.96,2.03,1.26,1.72,2.56,3.57,1.64,3,1.04,0.76,2.91,1.95,3.3,1.78,3.1,1.85,1.33,0.44,2.93,2.4,2.78,2.07,4.19,1.47,2.83,6.69,1.42,4.13,1.06,1.67,2.77,1.09,1.61,3.37,0.54,1.03,0.4,2.35,0.2,1.46,4.54,1.71,1.21,
July,,,,3.06,2.06,8.12,2.15,,,,,1.81,3.32,2.86,2.84,0.5,2.66,1.14,5.34,1.9,2.1,1.51,1.93,2.03,3.44,2.75,0.97,1.01,1.25,1.36,2.27,2.56,1.8,1.47,2.71,1.91,0.76,2.23,2.01,4.01,2.69,0.35,2.58,1.71,3.8,6.38,1.66,2.28,3.29,2.93,3.52,0.56,5.13,3.49,4,3.51,4.27,5.91,1.26,2.83,
August,,,,2.46,3.34,2.3,1.5,,,,,4.46,2.01,0.89,1.87,2.02,1.42,1.77,3.72,2.24,3.41,3.43,2.28,1.02,1.73,2.26,0.94,3.55,2.35,2.7,2.6,2.61,4.47,3.91,2.66,4.73,1.6,2.6,2.99,1.73,4.59,1.28,5.96,1.67,1.76,2.54,2.58,6.08,2.29,2.56,1.21,3.21,4.05,1.99,3.55,3.2,1.87,3.85,2.37,1.83,
September,,,,2.11,3.02,6.21,4.02,,,,,1.45,2.29,4.81,1.99,2.92,2.74,2.56,1.01,2.58,0.75,2.02,2.5,1.51,1.43,0.4,3.09,2.42,0.45,2.45,1.13,1.09,1.55,3.52,1.89,1.97,1.26,0.91,1.97,2.8,0.62,1.59,0.81,1.5,1.11,0.72,1.54,1.94,5.97,1.86,2.9,1.09,2.98,3.41,3.48,4.19,0.98,3.62,1.62,0.58,
October,,,,2.32,1.92,6.2,1.55,,,,,2.52,5.67,2.14,1.45,3.92,3.79,2.53,0.44,3.86,2,5.52,3.7,2.15,2.56,2.31,1.97,1.08,2.34,2.74,3.08,2.3,2.37,5.48,0.61,1.48,4.16,4.61,1.77,3.45,2.91,2.23,2.09,3.47,1.45,1.87,3.53,3.34,1.19,2.77,3.22,2.22,0.4,4.13,3.69,3.64,2.44,1.86,4.17,3.5,
November,,,,2.04,3.48,3.31,3.55,,,,,2.46,4.48,4.1,1.03,2.53,1.94,1.44,4.08,0.68,4.18,2.12,1.76,1.48,2.86,1.49,1.27,2.4,1.55,1.38,2.2,1.52,1.99,1.86,1.37,2.38,2.85,2.02,1.84,0.83,3.4,2.31,2.38,2.27,3.17,2.19,2.48,2.03,1.55,1.73,0.52,1.56,0.97,1.98,1.86,1.96,5.53,3.91,3.97,5.95,
December,,,,0.54,2.89,1.47,4.12,,,,,2.61,3.7,0.93,2.15,0.84,3.94,1.59,2.39,1.93,0.72,2.86,1.72,3.21,1.78,0.78,3.01,2.55,2.08,1.75,3.72,3.15,1.5,1.58,1.55,0.67,2.09,2.27,1.58,3.8,4.18,4.89,3.15,1.49,5.98,4.28,2.2,1.28,2.73,3.18,2.25,1.83,3.46,3.14,2.72,2.5,0.66,2.19,1.42,4.33,
Total,,,,25.27,26.55,38.13,30.41,,,,,26.63,40.29,28.12,23.13,23.23,32.48,20.65,25.25,26.87,22.67,28.62,24.98,20.14,26.28,19.58,15.5,26.83,19.86,26.21,26.72,24.02,24.15,30.42,21.42,23.06,25.64,26.76,25.1,27.51,27.74,21.05,33.69,27.8,28.52,29.68,27.9,28.85,28.59,27.63,30.61,17.46,30.31,30.74,33.38,31.96,27.51,37.27,26.69,24.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is the Town Hall. There is a sketch on the record that implies the gauge is raised, which probably means the altitudes match.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There are some duplicated readings with Wolverhampton West Park, which are mostly coincidental except for 1902 where 11 months are identical. Not sure which is the original, but West Park did base its 1881 readings on the Town Hall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
