KIRKBY MALZEARD HAWSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE1846673036,Long,-1.718757,Lat,54.152815,Elevation,820,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,5.69,1.9,1.83,1.43,6.02,4.25,1.36,1.87,2.49,6.17,4.79,2,1.55,4.39,3.76,0.97,4.8,1.49,2.68,1.63,4.81,2.11,3.7,5.35,2.57,6.13,3.88,2.29,3.11,5.08,5.49,6.99,4.43,2.72,3.05,5.14,5.44,3.56,8.54,1.4,6.26,2.21,4.22,3.26,3.02,1.71,4.98,4.96,6.35,6.26,1.29,4.27,3.4,4.76,3.61,4.6,3.81,3.11,8.41,1.17,2.08,3.73,2.71,0.45,2.67,2.73,4.32,4.18,3.44,4.39,5.94
February,,,,,,,,,,,1.08,0.15,2.84,6.26,6.89,1.45,0.72,3.82,2.9,2.38,4.89,1.49,1.59,4.23,4.03,1.48,2.57,2.25,2.55,1.08,3.31,3.63,1.96,2.35,3.62,5.35,4.54,0.64,5.6,2.21,3.41,0.29,4.18,6.13,0.84,5.5,3.37,2.07,4.58,1.05,1.34,3.27,0.64,5.29,0.25,6.53,2.89,4.85,1.54,2.98,2.98,4.91,3.18,2.37,1.68,4.59,3.23,6.13,2.55,2.57,6.13,2.93,0.4,2.55,3.06,2.2,2.15,3.11,4.8,0.17,3.58
March,,,,,,,,,,,3.18,1.9,0.99,0.92,3.15,3.61,4.08,6.67,1.22,1.75,1.01,3.53,1.39,5.95,2.67,2.87,2.38,3.33,4.38,6.65,0.75,2.04,4.59,6.58,3.11,0.92,3.82,2.23,1.7,3.87,4.06,2.97,3.08,1.73,1.7,0.96,1.45,2.58,4.19,0.38,2.8,0.64,2.66,2.9,2.67,1.04,2.54,3.97,0.42,2.61,1.9,3.64,2.87,1.59,0.31,1.15,1.31,8.02,2.35,0.91,1.37,3.74,2.26,0.56,2.51,2.3,1.58,2.32,2.51,2.94,2.41
April,,,,,,,,,,,1.53,3.67,1.77,0.6,3.01,3.08,1.72,2.13,3.96,3.55,2.23,2.52,1.88,1.75,2.75,2.89,0.55,2.11,2.39,3.55,3.3,1.57,0.45,4.35,1.16,1.52,1.86,1.64,1.03,2.43,6.19,1.04,3.54,3,2.57,4.35,1.74,2.76,0.66,1.7,3.77,4.5,3.85,1.32,3.6,3.52,1.43,3.99,0.19,1.66,2.3,2.06,1.63,1.9,2.39,2.15,1.83,4.66,2.13,3.38,3.07,1.79,2,2.86,0.45,0.9,2.07,0.22,1,4.37,1.69
May,,,,,,,,,,1.79,2.63,3.38,3.44,2.55,2.44,0.47,0.59,1.49,2.6,4.41,1.98,1.62,2.59,5.6,4.15,0.71,3.6,4.88,2.79,2.11,2.48,1.74,2.83,2.43,1.81,2.36,2.63,2.28,3.41,1.57,4.09,2.06,1.06,3.35,6.33,4.92,2.48,1.85,2.76,1.99,1.37,3.68,5.82,3.33,2.99,0.91,2.09,2.95,3.05,1.16,1.71,1.67,2.5,3.12,1.01,4.34,3.31,2.68,0.99,1.51,1.8,5.98,1.91,1.9,5.34,2.91,0.92,1.46,5.73,0.79,1.21
June,,,,,,,,,,0.28,3.27,1.11,5.02,2.23,3.96,2.66,3.43,3.18,2.6,1.72,3.16,1.63,1.64,3.59,1.65,1.49,1.07,5.21,3.06,2.21,2.38,2.92,7.58,2.23,2.68,0.35,2.4,2.31,1.08,1.64,1.6,0.52,2.01,1.09,2.49,0.13,4,3.31,4.61,1.11,1.95,4.64,1.49,1.65,1.8,3.63,4.87,1.86,4.06,3.27,0.35,0.21,1.06,2.83,2.83,2.86,2.07,3.67,3.41,0.66,1.05,1.12,1.09,2.73,2.13,2.46,2.92,1.54,3.71,1.32,1.24
July,,,,,,,,,,3.63,1.95,3.51,1.85,2.09,3.46,5.22,2.08,1.37,0.85,2.87,2.38,2.29,2.32,3.74,2.07,0.72,1.36,1.96,3.4,3.8,3.18,0.54,4.51,1.13,3.11,5.22,2.55,1.3,3.86,1.9,6.41,2.23,6.07,3.15,5.33,1.74,3.34,5.23,1.09,2.96,6.15,4.65,3.9,2.98,0.76,0.49,4.21,2.17,3.53,4.21,4.7,1.95,3.29,1.55,2.6,2.43,2.54,2.06,1.07,1.89,3.05,1.9,1.61,3.33,2.36,1.08,6.19,3.13,2.59,2.24,5.2
August,,,,,,,,,,4.52,5.22,5.69,4.79,3.85,2.54,2.48,1.73,3.87,3.65,1.77,7.13,1.84,2.76,3.62,3.82,4.08,4.15,2.25,2.88,3.71,4.86,3.48,6.59,1.57,1.8,3.14,2.56,8.39,3.18,2.48,1.81,5.54,3.84,4.62,3.24,3.18,3.34,9.03,4.5,3.2,3.49,3.9,1.51,0.52,2.82,1.37,2.66,1.37,4.09,2.03,0.56,2.42,3.09,4.66,2.02,3.46,6.41,1.01,4.71,3.24,5.93,5.38,4.57,3.88,6.34,1.1,7.74,6.03,3.59,0.81,3.34
September,,,,,,,,,,1.06,2.16,2.91,1.93,2.17,0.65,1.24,6.3,2.33,0.96,5.02,0.9,1.37,1.54,5,1.45,3.12,0.75,0.74,3.65,2.26,0.46,2.66,2.2,1.92,2.1,0.53,3.12,1.63,8.95,1.55,1.12,1.75,4.38,3.71,4.72,2.76,3.33,5.62,0.5,1.18,6.79,5.12,2.78,1.96,2.32,5.75,3,1.53,2.17,1.14,1.75,0.28,2.12,4.76,6.28,2.63,6.01,2.16,2.14,1.49,4.54,2.29,4.26,3.12,3.2,1.6,4.35,4.28,3.05,0.22,3.51
October,,,,,,,,,,5.15,1.19,4.47,7.07,3.18,6.09,3.84,5.42,2,6.43,3.99,5.71,1.56,3.54,9.91,0.99,2.15,7.65,6.66,2.45,3.92,4.21,4.91,3.71,3.41,2.27,1.6,8.02,5.21,3.52,4.43,3.6,1.96,1.29,4.41,5.01,4.23,3.66,5.29,5.94,4.26,3.94,1.66,4.88,3.66,4.17,6.23,2.58,2.69,7.8,3.56,4.2,4.22,3.04,2.66,3.67,5.88,2.61,1.06,1.01,4.51,2.03,1.86,4.02,3.04,6.96,2.09,1.86,4.08,2.94,4.06,6.57
