WITLEY-KING-EDWARDS-SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU949384,Long,-0.64494,Lat,51.13762,Elevation,330,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,4.6,2.34,,,,,,,,,,,,,1.77,1.58,3.84,1.47,3.87,4.99,0.64,4.96,1.58,1.29,4.04,5.25,3.36,2.96,4.56,1.9,2.39,3.13,4.97,2.31,4.71,1.54,5.12,2.23,4.05,2.41,2.48,0.72,6.2,7.32,,5.3,
February,,,,,2.06,0.45,,,,,,,,,,,,,1.25,0.55,5.28,1.88,3.22,1.25,4.63,5.01,5.21,1.02,1.66,2.5,0.58,0.2,3.06,6.17,0.68,5.47,2.24,5.4,2.14,0.78,1.03,1.92,0.33,3.92,0.08,4.27,2.77,5.07,,1.53,
March,,,,,2.19,2.09,,,,,,,,,,,,,3.96,5.07,1.67,2.17,5.32,3.56,3.78,0.59,4.73,2.52,1.33,4.47,2.29,1.51,2.49,2.59,1.52,0.62,0.26,4.07,3.08,0.02,1.23,0.56,1.99,4.41,2.98,0.45,1.26,4.09,,,
April,,,,,2.33,2.36,,,,,,,,,,,,,3.21,2.06,2.03,2.56,0,3.53,1.22,0.97,1.07,2.76,3.52,2.88,3.07,0.94,4.04,3.19,3.15,3.07,3.38,1.66,1.94,0.68,2.29,3.44,3.28,0.91,2.28,3.67,1.15,3.06,,2.7,
May,,,,,1.59,0.21,,,,,,,,,,,,,2.27,2.49,2.31,1.73,1.36,2.71,1.17,3.37,1.89,1.32,1.23,0.13,1.17,2.35,1.55,2.91,3.82,4.97,1.42,0.93,2.34,2.59,2.63,2.75,5.38,2.31,0.56,1.11,0.66,2.22,,,
June,,,,,2.54,0.32,,,,,,,,,,,,,1.25,3.22,2.82,2.65,3.72,1.23,1.03,1,2.6,1.62,0.82,0.74,1.98,0.18,1.56,0.47,3.13,0.08,2.6,4.32,2.72,1.41,0.33,1.4,1.94,0.98,0.92,3.36,4.12,1.45,,1.68,
July,,,,,5.05,5.44,,,,,,,,,,,,,2.52,2.68,2.58,0.87,2.35,1.85,1.99,4.09,1.01,4.19,4.1,2.42,5.55,0.53,4.6,1.05,5.39,4.07,,2.43,1.66,1.94,2.47,3.59,2.66,1.85,1.96,1.33,3.54,1.1,,,
August,,,,,2.19,3.39,,,,,,,,,,,,,4.44,2.22,2.92,1.34,5.72,1.7,1.23,1.72,4.37,6.32,0.92,3.14,1.97,1.83,2.95,2.93,3.27,4.36,,4.24,2.32,2.09,3.94,4.5,0.45,1.06,2.51,3.37,0.99,0.68,,2.19,
September,,,,,6.21,0.89,,,,,,,,,,,,,1.86,2.79,0.51,1.73,2.7,2.43,0.99,2.01,2.81,1.55,4.62,1.54,2.6,1.11,1.57,2.08,5.07,2.61,,5.61,1.34,0.21,2.77,2.37,2.67,2.87,2.45,4.73,2.04,1.82,,0.76,
October,,,,,5.41,2.81,,,,,,,,,,,,,2.36,7.69,4.72,5.27,4.26,4.59,1.62,3.85,7.11,3.94,1.17,0.5,2.25,0.57,0.98,6.66,4.3,3.68,2.35,2.53,7.29,3.98,1.33,0.52,5.66,1.99,1.93,4.3,1.96,3.88,,5.5,
November,,,,,5.54,5.93,,,,,,,,,,,,,1.15,0.81,4.16,4.97,2.36,2.61,3.96,3.38,6.38,1.01,2.9,1.68,1.66,2.07,2.12,2.13,3.46,3.01,6.89,2.65,2.92,7.94,5.12,4.03,1.47,1.09,3.75,6.71,4.38,2.64,,5.69,
December,,,,,2.38,3.57,,,,,,,,,,,,,3.76,5.01,5.68,10.63,4.25,1.37,10.12,8.08,3.87,1.61,2.48,5.39,3.37,1.96,5.08,3.02,5.46,3.6,0.25,5.17,2.86,8.56,2.99,0.72,0.88,0.41,8.89,4.3,4.11,4.04,,1.7,
Total,,,,,42.09,29.8,,,,,,,,,,,,,29.8,36.17,38.52,37.27,39.13,31.82,32.38,39.03,42.63,29.15,28.79,30.64,29.85,16.21,34.56,35.1,41.64,38.67,,41.32,35.32,31.74,31.25,28.03,30.76,24.21,30.79,38.32,33.18,37.37,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note says The gauge though well in the open is very much sheltered on the SW side by pine trees and a lofty building both of which are beyond our boundary wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Dec 1st Gauge moved about 75yrds NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer retired July 1938 Gauge dismantled when he visited in Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
