ST-LEONARDS-WEST-MARINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ788087,Long,0.538666,Lat,50.850185,Elevation,21,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,0.74,2.46,3.56,0.56,1.3,2.71,4.06,1.03,4.13,1.03,1.39,1.12,2.89,1.61,2.95,3.85,1.05,,,,,4.05,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.27,2.23,5.95,2.14,1.57,1.74,3.1,0.68,2.33,1.22,1.14,0.39,3.43,1.22,2.56,1.07,2.95,,,,,2.39,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.94,0.72,1.16,2.12,1.35,1.94,1.44,4.2,1.74,0.85,2.33,3.57,1.64,2.61,3.27,2.45,5.05,,,,,3.4,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,0.86,2.91,1.27,1.95,0.75,1.82,1.14,1.58,1.65,2.73,1.71,2.19,1.96,1.69,0.13,2.85,0.97,,,,,2.64,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.93,1.36,1.06,0.98,1.92,2.05,2.57,1.07,2.28,2.23,1.18,1.2,2.54,0.67,0.93,0.87,0.67,,,,,0.18,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.78,0.78,2.54,1.04,1.97,2.83,1.2,3.15,1.33,2.16,1.8,2.58,1.48,1.95,2.85,0.9,1.51,,,,,0.45,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.56,1.11,1.34,1.7,0.93,5.17,0.64,0.84,0.26,2.59,2.84,2.66,2.71,0.24,1.33,2.26,1.29,,,,,1.87,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.45,0.88,1.9,1.68,4.05,2.51,1.5,2.78,1.06,1.31,3.64,2.93,2.15,1.89,5.78,2.46,0.81,,,,,2.07,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.61,4.92,1.02,0.79,2.32,2.8,1.11,2.95,1.06,0.68,1.64,2.96,0.32,1.07,2.47,1.82,1.43,,,,,0.73,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.23,2.84,2.66,2.11,2.29,4.19,2.07,2.15,4.29,4.44,1.53,5.69,4.7,5.6,3.65,4.9,2.42,,,,,1.02,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
