THIRLMERE (BROWN RIGG),,,,,,,,,,
Grid ref,NY309148,Long,-3.069111,Lat,54.523755,Elevation,1430,ft,,
Station no,3632/6,,,,,,,,,
,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,5.9,15.6,,,,,,,,
February,5.2,0.11,,,,,,,,
March,1.8,5.88,,,,,,,,
April,3.3,6.69,,,,,,,,
May,5.7,4.67,,,,,,,,
June,8.8,4.42,,,,,,,,
July,8.5,,,,,,,,,
August,5.6,,,,,,,,,
September,3.4,,,,,,,,,
October,6.4,,,,,,,,,
November,16,,,,,,,,,
December,6.2,,,,,,,,,
Total,76.8,,,,,,,,,
