"BALSHAM RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1194,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.83,0.69,1.24,,,,,,,,,
February,2.32,0.35,1.08,,,,,,,,,
March,0.13,1.58,1.75,,,,,,,,,
April,3.14,2.14,1.29,,,,,,,,,
May,2.87,5.22,2.11,,,,,,,,,
June,2.24,0.57,2.09,,,,,,,,,
July,4.34,2.37,1.81,,,,,,,,,
August,3.34,3.22,1.28,,,,,,,,,
September,1.50,2.03,2.06,,,,,,,,,
October,0.66,4.44,2.34,,,,,,,,,
November,1.49,1.68,1.29,,,,,,,,,
December,1.19,0.45,0.42,,,,,,,,,
Total,25.05,24.74,18.76,,,,,,,,,
Calc annual,25.05,24.74,18.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
