SUNDRIDGE RECTORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,376,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.96,2.77,3.39,2.61,4.51,1.18,3.49,
February,,,,,1.03,4.74,3.16,5.02,1.75,0.46,1.25,
March,,,,2.58,1.50,1.02,0.45,4.36,2.17,0.07,1.73,
April,,,,2.50,4.38,2.94,4.55,2.26,2.06,1.32,1.69,
May,,,,3.02,3.58,2.85,1.33,1.22,2.51,2.09,2.39,
June,,,,0.68,2.46,0.25,3.49,4.26,3.08,1.09,0.53,
July,,,,2.23,4.49,4.33,1.72,3.68,2.05,1.77,2.78,
August,,,,2.09,3.66,2.00,2.32,5.05,2.46,2.90,3.09,
September,,,,1.98,3.77,2.62,1.16,5.18,0.93,0.27,4.50,
October,,,,6.90,3.59,4.20,2.97,2.10,5.08,3.47,1.90,
November,,,,2.38,3.67,3.11,6.92,3.06,3.31,7.28,5.33,
December,,,,3.28,4.22,3.82,0.68,4.37,4.09,6.51,2.29,
Total,,,,,39.31,34.65,32.14,43.17,34.00,28.41,30.97,
Calc annual,0.00,0.00,0.00,27.64,39.31,34.65,32.14,43.17,34.00,28.41,30.97,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
