NORTHENDEN (SEWAGE WORKS),,,,,,,,,,,,
Grid ref,SJ827909,Long,-2.261743,Lat,53.414619,,,,,,,
Station no,2929/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.85,3.70,1.27,3.26,2.30,,,,,,,
February,1.80,1.11,1.33,2.84,1.92,,,,,,,
March,4.10,2.01,2.13,2.44,1.85,,,,,,,
April,2.14,3.64,2.40,0.71,1.98,,,,,,,
May,2.04,1.69,1.83,2.52,2.31,,,,,,,
June,1.14,2.83,2.17,2.92,2.59,,,,,,,
July,3.40,2.77,3.32,4.77,0.79,,,,,,,
August,3.96,2.19,4.31,4.66,0.78,,,,,,,
September,2.67,3.19,3.07,4.07,2.13,,,,,,,
October,1.01,3.12,2.04,5.54,,,,,,,,
November,7.05,2.04,2.86,5.23,,,,,,,,
December,4.76,3.20,1.35,4.74,,,,,,,,
Total,36.92,31.49,28.08,43.70,,,,,,,,
Calc annual,36.92,31.49,28.08,43.70,16.65,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
