MARKET-HARBOROUGH-DINGLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP771876,Long,-0.866159,Lat,52.480888,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,1,2.03,0.9,2.99,3.79,1.11,2.26,1.37,2.04,2.17,4.49,2.35,2.17,3.75,1.26,2.09,1.35,2.88,2.63,4.21,1.54,3.51,1.62,1.66,1.62,2.06,1.26,4.1,4.21,3.36,5.54,2.74,2.86,2.29,4.1,2.12,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,0.53,2.49,1.52,1.51,0.71,1.62,2.97,4.4,0.75,1.35,2.59,0.73,0.23,2.28,3.86,0.5,3.01,3.03,2.38,1.93,0.53,1.03,3.11,0.49,2.46,0.55,2.23,2.5,3.83,1.12,1.06,3.24,2.07,0.69,1.12,1.24,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,2.52,0.8,1.81,2.74,3.19,2.42,1.05,4.21,1.02,1.09,4.13,2.29,0.97,1.57,1.7,0.74,1.23,0.96,2.24,1.86,0.05,1.68,0.45,1.82,2.96,1.77,0.66,1.62,3.37,0.29,1.87,2.3,3.61,1.56,1.29,0.35,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.14,1.53,1.1,0.09,2.52,0.85,0.93,0.89,1.42,2.61,2.11,4.84,0.97,2.93,1.76,2.91,1.52,2.18,1.72,0.99,1.77,2.99,3.92,3.02,0.71,2.21,3.96,2.62,3.27,0.11,2.26,2.35,2.07,1.14,0.97,2.51,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.27,2.87,2.32,2.29,1.65,1.33,1.63,1.87,2.63,1.43,1.03,1.87,1.56,1.08,1.02,3.43,4.27,2.21,0.95,1.11,1.83,3.16,2.65,4.83,1.61,1.25,0.73,1.63,3.63,2.03,0.98,1.44,3,3.41,2.22,0.86,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,3.3,1.02,1.69,3.09,0.59,2.44,1.81,1.36,4.33,0.39,1,1.61,0.89,0.98,0.56,2.38,0,2.13,4.17,2.59,1.38,1.37,2.25,0.69,1.62,0.78,4.68,4.46,1.18,2.17,2.16,1.23,1.51,0.39,2.3,2.43,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.75,2.07,0.15,4.31,1.57,1.53,4.25,1.6,1.58,2.36,2.62,3.16,0.35,4.05,3.74,2.87,2.15,2.14,2.28,1.6,1.94,3.47,2.82,2.99,1.96,1.21,0.55,5.34,1.87,3.55,3.39,2.86,4.15,1.77,1.47,2.26,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,2.49,3.13,2.4,6.57,1.58,1.91,2.69,3.83,3.94,1.16,2.24,1.24,2.74,5.15,1.84,2.54,1.16,1.22,4.22,2.44,1.23,2.36,4.03,1.94,0.67,1.56,2.22,0.77,1.9,3.09,5.02,0.2,3.69,2.91,2.2,1.86,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.96,0.66,1.08,1.01,1.72,1.12,1.24,1.02,1.73,4.36,1.91,1.89,0.98,1.94,2.96,2.94,3.18,2.17,4.49,1.31,1.51,4.01,2.99,3.7,1.97,2.53,3.96,2.63,1.82,2.26,0.81,1.41,0.52,1.07,2.81,3.17,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,3.29,1.86,1.89,2.61,3.44,2.25,1.57,2.42,3.3,1.58,1.52,1.68,1.38,0.68,3.62,4.14,3.13,2.2,2.02,4.39,3.05,1.71,0.58,3.52,2.86,1.77,3.74,1.83,2.39,2.76,4.73,4.12,2.16,3.03,2.2,2.89,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
