ARROCHAR THE MANSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN293034,Long,-4.752588,Lat,56.192523,Elevation,14,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,11.71,14.51,11.78,14.17,6.58,11.46,8.51,2.4,2.8,0.51,8.87,12.4,8.25,7.97,9.2,8.7,6.05,8.85,13.55,4.93,6.24,4.77,14.3,2.04,3.23,1.5,6.72,10.3,10.24,4.76,6.98,6.87,6.91,7.7,6.44,5.6,,
February,,,13.69,0.76,3.58,3.4,8.08,13.19,3.35,6.22,15.4,6.96,8.25,13.15,14.1,8.8,3.95,2.3,2.85,5.7,1.91,4.52,5.09,9.43,14.1,0.88,4.01,5.72,8.61,5.75,4.75,2.52,1.84,9.16,7.09,5.08,4.44,7.03,,
March,,,8.65,5.17,11.72,3.61,11.77,4.62,7.89,8.05,4.72,8.8,8,5.4,7.05,4.87,4.65,3.85,5.75,4.65,7.93,6.18,2.1,2.59,7.3,5.56,10.62,10.02,2.25,5.67,1.03,3.36,4.22,15.22,2.94,7.18,4.18,7.47,,
April,,,2.64,0.05,7.21,3.44,4.51,5.21,3.6,3.55,8.35,2.9,7.25,3.85,3.32,2.6,3.25,2.8,4.55,3.85,2.39,2.55,2.85,3.16,3.9,4.8,3.78,5,5.15,4.8,5.58,4.76,4.36,1.49,6.71,5.94,2.38,4.08,,
May,,,3.91,4.98,3.65,7.54,0.37,3.2,6.71,3.29,3.38,4.95,4.14,2.45,5.9,6.7,3.3,1.5,5.65,5.95,5.6,2.05,6.27,3.77,3.58,0.82,0.94,2.22,2.25,3.41,8.14,3.37,3.64,3.57,5.17,2.96,5.02,5,,
June,,,10.89,5.43,3.07,4.58,8.16,8.08,4.63,7.8,3.35,6.72,6.53,6.57,2.73,3,3.25,2.5,3.15,2.65,7.8,2.35,5.1,2.68,4.6,2.26,5.24,5.74,4.89,2.23,5.06,4.65,1.78,1.83,4.26,1.76,2.29,5.28,,
July,,,6.65,8.91,6.89,1.51,3.25,9.45,1.98,7.44,3.75,9.26,11.3,4.95,7.5,4.03,4.4,7.17,5.85,0.85,7.18,5.15,5.09,7.12,5.19,5.92,6.83,4.53,2.1,3.87,3.59,2.86,3.85,5.54,4.37,3.46,3.39,3.87,,
August,,,6.04,11.45,7.76,8.28,5.01,8.5,2.47,9.91,3.7,4.85,6.65,8.25,6.37,5.05,4.6,4.15,4.85,4.05,4.89,7.2,11.15,6.46,2.6,8.01,3.64,9.29,6.76,2.13,8.09,,3.88,11.8,5.85,6.55,6.18,6.77,,
September,,,15.08,5.43,12.87,5.52,6.36,4.27,9.76,8.95,4.7,2.05,3.6,4.93,6.6,10.5,7.95,3.45,1.35,2,11.62,10.33,9.94,6.93,0.06,3.15,6.13,5.35,9.07,5.05,6.6,,6.1,5.54,6.03,4.87,3.61,4.33,,
October,,,5.91,11.17,15.25,9.57,10.1,13.63,12.09,5.12,1.1,6.02,9.7,12.21,11.25,5.7,8.8,3.3,2.15,4.15,8.81,12.87,7.95,8.77,4.82,3.55,4.85,4.86,6.23,6.45,5.6,,3.26,10.64,6.11,5.23,7.68,4.84,,
November,,,14.16,8.02,8.81,6.49,6.12,9.98,2.2,3.08,10.45,12.3,10.51,9.6,14.75,5.4,7.05,6.3,7.85,5.95,13.35,7.74,8.65,7.3,10.5,9.63,4.15,6.12,7.04,8.23,8.2,,8.5,7.32,4.69,8.02,4.5,3.42,,
December,,,13.2,10.43,4.03,9.1,10.85,16.08,5,5.75,7.65,12.25,9.47,12.85,13.15,7.2,5.85,4.43,6.65,8.35,3.65,11.96,4.59,10.34,7.6,2.52,10.52,9.9,12.95,5.36,14.38,,6.35,7.25,9.17,6.76,6.57,7.14,,
Total,,,112.53,86.31,96.62,77.21,81.16,107.67,68.19,71.56,69.35,77.57,94.27,96.61,100.97,71.82,66.25,50.45,56.7,57,88.68,77.83,75.02,73.32,78.55,49.14,63.94,70.25,74.02,63.25,81.26,,54.76,86.23,69.3,65.51,56.68,64.83,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901 Au-Dec+T deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908-9 Deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
