"NORTHWICH (HUNTS LOCK)",,,,,,,,,,,,
Grid ref,SJ656729,Long,-2.517041,Lat,53.251989,,,,,,,
Station no,2776,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.24,3.23,1.04,2.10,2.31,4.55,1.51,2.67,2.78,5.10,,
February,2.22,1.61,1.17,2.37,2.07,0.38,1.87,4.62,0.32,2.40,,
March,4.55,1.58,1.46,2.35,1.94,1.09,2.61,1.52,1.32,1.31,,
April,2.58,2.73,2.61,0.63,1.84,3.04,0.53,0.80,2.96,1.67,,
May,2.71,2.29,1.87,2.21,2.84,0.96,1.32,2.53,2.64,2.06,,
June,1.21,2.02,1.68,3.55,3.03,2.28,1.54,4.39,2.73,2.46,,
July,2.24,2.01,3.00,3.57,0.60,5.41,4.98,4.07,2.48,4.01,,
August,3.54,1.35,3.33,3.77,0.87,11.06,3.67,3.10,1.23,4.54,,
September,2.40,2.55,2.62,3.97,1.68,2.33,7.17,4.49,0.19,3.14,,
October,1.03,3.97,1.69,5.06,1.70,2.58,3.03,3.00,2.81,3.97,,
November,6.82,2.30,2.09,5.44,1.59,1.30,1.56,1.74,3.51,4.91,,
December,4.29,2.97,1.21,4.25,3.44,2.68,2.66,3.39,5.02,2.97,,
Total,35.83,28.61,23.77,39.27,23.91,37.66,32.45,36.32,27.99,38.54,,
Calc annual,35.83,28.61,23.77,39.27,23.91,37.66,32.45,36.32,27.99,38.54,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
