NORTHWICH-HUNTS-LOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ656729,Long,-2.517041,Lat,53.251989,Elevation,47,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.65,3.87,1.7,2.25,1.74,2.67,3.94,3.64,3.79,2.28,2.99,2.34,2.49,3.47,5.87,1.95,4.24,2.77,2.87,1.45,1.89,1.88,3.89,3.1,3.83,4.75,2.41,2.41,3.29,3.9,3.51,2.82,2.85,2,6.51,2.76,1.09,2.24,3.23,1.04,2.1,2.31,4.55,1.51,2.67,2.78,5.1
February,,,,,1.42,2.96,3.5,1.35,2.43,1.05,2.92,0.45,3.12,4.26,0.77,4.41,3.18,1.34,2.56,0.98,0.25,2.79,0.12,2.64,0.25,2.5,2.01,5.14,0.91,2.21,2.16,3.09,1.43,1.38,1.36,2.34,4.44,0.81,1.57,1.88,4.37,2.22,,1.17,2.37,2.07,0.38,,4.62,0.32,2.4
March,,,,,2.95,1.57,1.71,1.93,1.21,5.74,3.42,1.64,1.75,1.67,1.1,1.05,1.24,3.39,1.68,0.74,2.46,0.5,1.57,2.21,1.84,1.06,1.28,1.35,0.81,1.63,2.47,2.64,1.63,1.03,0.68,0.74,0.65,5.35,0.58,2.46,1.5,4.55,1.58,1.46,2.35,1.94,1.09,2.61,1.52,1.32,1.31
April,,,,,0.73,1,2.07,1.89,0.95,1.73,4.54,1.27,2.29,2.63,2.32,1.56,1.07,2.73,1,0.68,2.32,2.71,2.96,0.92,1.42,2.32,1.53,3.3,0.31,1.76,2.49,0.98,1.4,1.38,1.62,1.46,1.16,2.4,1.33,2.72,3.14,2.58,2.73,2.61,0.63,1.84,3.04,0.53,0.8,2.96,1.67
May,,,,,1.88,1.61,2.04,3.2,2.85,1.06,4.52,0.94,0.85,3.63,4.9,4.08,3.17,1.63,1.13,1.87,2.18,2.79,4.77,1.25,1.27,1.15,1.19,2.35,2.73,1.35,1.11,2.19,3.26,1.82,1.87,3.84,1.41,2.2,1.18,3.23,1.19,2.71,2.29,1.87,2.21,2.84,0.96,1.32,2.53,2.64,2.06
June,,,,,1.85,1.18,2.49,2.35,1.92,1.81,4.15,0.42,2.1,0.78,2.27,0.07,1.42,4.4,5.1,1.55,1.62,5.19,0.61,2.24,2.01,4.14,2.67,1.19,2.54,2.99,1.33,1.67,0.24,2.77,2.07,2.79,3.02,2.07,4.03,0.87,1.86,1.21,2.02,1.68,3.55,3.03,2.28,1.54,4.39,2.73,2.46
July,,,,,5.05,4.13,1.99,1.12,4.04,1.51,5.95,0.59,3.88,3.92,4.06,2.64,3.96,3.02,1.83,2.65,4.78,2.71,2.82,1.61,1.49,0.81,3.42,1.99,3.28,6.1,4.96,2.02,2.96,2.51,2.95,1.33,3.08,1.75,2.4,1.5,4.03,2.24,2.01,3,3.57,0.6,5.41,4.98,4.07,2.48,4.01
August,,,,,2.55,3.65,2.5,6.41,2.82,3.56,1.98,4.23,3.52,4.25,4.18,2.84,3.17,3.61,2.4,3.23,3.35,7.17,1.21,0.87,2.67,1.46,1.61,3.28,3.49,1.54,0.8,3.55,2.14,3.12,2.89,2.47,4.84,0.34,5.49,2.91,3.94,3.54,1.35,3.33,3.77,0.87,11.06,3.67,3.1,1.23,4.54
September,,,,1.41,2.23,0.42,2.04,1.63,6.69,2.07,2.93,0.65,2.98,3.47,3.56,3.92,3.89,5.17,0.97,2.15,2.91,3.97,2.61,0.86,1.99,4.94,5.01,1.37,1.16,0.78,3.04,0.91,2.4,3.77,3.91,1.45,3.81,1.85,1.85,0.66,4.78,2.4,2.55,2.62,3.97,1.68,2.33,7.17,4.49,0.19,3.14
October,,,,2.41,1.33,1.61,3.61,5.72,1.63,2.51,1.25,2.57,0.3,4.29,4.21,4.24,2.93,2.37,3.82,5.08,4.17,1.27,5.82,3.68,3.02,4.26,2.19,2.07,4.11,2.31,3.73,3.67,2.91,3.31,4.02,4.75,1.78,0.62,2,3.3,2.29,1.03,3.97,1.69,5.06,1.7,2.58,3.03,3,2.81,3.97
November,,,,2.45,3.75,2.39,2.21,3.23,2.03,2.09,0.66,2.1,1.33,2.3,1.27,1.98,4.94,2.65,4.27,5.61,3.72,3.81,2.49,1.11,1.91,4.3,3.02,2.11,3.83,4.29,6.26,2.09,0.66,2.32,4.87,0.49,4.81,3.14,1.96,4.95,4.19,6.82,2.3,2.09,5.44,1.59,1.3,1.56,1.74,3.51,4.91
December,,,,1.95,5.03,4.94,2.35,1.32,5.08,5.69,1.87,3.07,4.56,4.43,3.39,2.17,1.24,1.53,1.85,5.41,3.25,1.52,0.98,0.42,4.62,3.53,3.46,2.49,3.56,1.76,2.75,1.18,3.47,1.24,2.25,2.52,3.61,2.2,2.76,4.06,2.86,4.29,2.97,1.21,4.25,3.44,2.68,2.66,3.39,5.02,2.97
Total,,,,,30.42,29.33,28.21,32.4,33.39,31.49,38.13,21.57,30.47,37.91,35.02,31.3,32.7,35.31,32.48,31.9,35.25,37.2,28.83,19.26,24.38,32.35,31.28,29.74,30.56,31.47,33.51,26.4,25.79,28.55,32,27,35.46,24.73,31.66,31.3,35.24,35.83,,23.77,39.27,23.91,37.66,,36.32,27.99,38.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s record and is Hunts Lock. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1944 gauge leaking into 1945 there is a note ""readings OK after adjustment"" but there is no indication of what readings were adjusted and how. Readings left in this record.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb and Mar 1956 noted as being adjusted by engineer due to wrong measure. Readings left in this record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
