"WEST SEDGEMOOR (PUMPING STATION)",,,,,,,,,,,,
Grid ref,ST376286,Long,-2.891653,Lat,51.053339,,,,,,,
Station no,2077/1/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.08,2.19,0.41,1.95,3.22,2.91,1.72,1.63,2.64,3.15,,
February,3.85,0.48,0.95,2.14,1.75,0.08,3.38,2.58,0.27,2.95,,
March,3.24,2.63,0.40,3.77,0.99,0.48,1.69,0.50,3.68,1.82,,
April,2.80,1.72,2.39,0.12,0.82,-999.00,0.11,0.50,2.52,2.25,,
May,2.66,3.07,1.77,1.56,3.71,0.45,1.74,1.92,1.36,1.16,,
June,0.84,2.18,2.37,2.11,2.34,1.25,2.61,3.14,1.04,0.91,,
July,2.09,0.28,2.39,2.59,0.93,2.38,3.01,2.32,1.23,4.38,,
August,4.17,4.03,2.23,2.80,0.98,3.17,2.98,2.66,1.14,4.09,,
September,3.06,3.01,2.26,2.40,1.09,3.68,2.69,3.68,0.05,3.65,,
October,1.22,3.48,2.19,1.80,1.50,1.76,1.90,1.58,3.16,8.39,,
November,6.59,3.85,1.55,5.62,3.34,0.68,1.65,2.70,4.69,2.50,,
December,2.17,2.29,0.63,2.58,4.53,3.52,2.39,3.53,5.82,3.08,,
Total,34.77,29.21,19.54,29.44,25.20,21.91,25.87,26.74,27.60,38.33,,
Calc annual,34.77,29.21,19.54,29.44,25.20,20.36,25.87,26.74,27.60,38.33,,
Difference,0.00,0.00,0.00,0.00,-0.00,1.55,0.00,0.00,0.00,0.00,,
