GLEN FINLAS RESERVOIR NO. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS328893,Long,-4.687407,Lat,56.067224,Elevation,782,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,8.5,7.9,8.9,10.88,,5.8,6.37,5.14,7.3,6.9,,,7.61,7.1,9.15,14.48,6.61,10.24,9.03,8.27,10.38,10.85,17.07,2.95,9.14,7.98,11.92,7.4,11.76,5.2,6.57,9.62,11.49,,
February,,,,,,,5.4,7.4,6.1,9.01,,10.15,6.59,6.38,8.44,-999,,,10.12,1.37,10.75,3.41,7.53,6.29,3.74,5.11,10.17,6.93,7.84,3.5,0.55,7.27,0.03,6.55,1.57,9.58,4.35,7.46,6.78,,
March,,,,,,,6.5,7.9,8.6,2.33,,2.5,11.19,9.16,7.29,-999,,,2.71,4.26,10.54,11.97,3.6,3.65,1.11,2.91,7.57,7.31,6.1,2.7,4.8,1.69,4,3.04,2.84,3.22,4.79,1.97,8.64,,
April,,,,,,,3.1,3.7,2.5,5.16,,4.8,4.46,4.12,5.79,8.8,,,3.17,4.52,3.46,3.01,4.82,4.55,4.18,8.7,2.94,6.46,4.25,1.95,2.73,3.21,7,3.94,3.84,4.44,2.67,3.75,1.72,,
May,,,,,,,8.6,5.8,4.8,6.46,,4.5,4.43,6.89,4.23,0,,,5.21,2.22,7.51,4.61,7.25,3.23,7.17,10.97,5.12,4.39,2.23,5.26,4.56,7.5,3.91,3.56,5.65,0.86,2.01,2.53,,,
June,,,,,,,2.4,9.3,4.1,4.47,,4.2,8.64,6.93,2.14,1,,,3.22,5.01,3.85,3.31,4.16,2.67,5.71,1.86,4.1,8.48,9.65,6.01,4.53,9.28,2.28,3.35,4,6.07,4.17,6.86,,,
July,,,,,,,5.2,3.7,8.8,7.11,,5.3,4.27,1.37,4.33,8.75,,,5.12,1.65,5.13,4.51,6.64,7.11,8,3.33,4.86,6.55,7.83,7.3,4.99,6.41,6.34,7.23,3.5,3.07,7.64,8.64,,,
August,,,,,,,7.5,11.2,4.5,5.79,,3.8,6.25,3.2,8.16,11.5,,,6.43,7.05,9,11.75,5.28,10.93,6.45,6.72,7.09,7.28,8.14,11.19,9.61,3.54,4.33,6.94,6.25,5.1,7.03,6.64,,,
September,,,,,,,4.7,3.3,16.2,3.16,,6.4,4.51,2.31,5.51,3.4,,,8.8,7.39,6.81,4.08,4.18,12.83,8.43,5.93,7.04,9.23,5.78,4.09,5,2.2,6.99,1.13,9.19,10.82,5.78,6.59,,,
October,,,,,,,10.4,6,2.5,10.34,,6.1,10.76,4.13,3.87,5.08,,,10.29,2.01,3.66,8.42,5.27,11.57,6.52,6.76,8.71,8.32,9.93,10.77,10.94,8.52,10.45,3.62,12.05,15.04,9.14,4.07,,,
November,,,,,,,7.4,6.9,4.7,4.5,,8.2,10.08,12.46,10.51,3.7,,,10.36,5.72,8.48,5.38,8.84,6.11,6.7,1.11,7.84,8.11,12.24,10.99,9.04,9.57,9.1,3.2,3.3,6.83,6.03,0.96,,,
December,,,,,,,7.1,9.7,7.5,9.43,,11,18.68,10.74,10.78,7,,,8.79,10.82,5.39,16.16,8.26,6.47,9.5,5.26,6.61,1.6,7.8,15.87,7.51,7.75,10.29,2.32,10.05,6.02,10.93,3.4,,,
Total,,,,,,,76.8,82.8,79.2,78.64,,72.75,96.23,72.83,78.35,68.83,,,81.83,59.12,83.73,91.09,72.44,85.65,76.54,66.93,82.43,85.51,98.86,82.58,73.4,74.92,76.64,52.28,74,76.25,71.11,62.49,,,
