TAN-Y-BWLCH-PLAS-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SH648402,Long,-4.0134021,Lat,52.94211,Elevation,55,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,10.21,8.98,6.8,4.47,4.59,8.5,5.78,4.43,9.19,4.44,6.81,4.2,6.44,3.06,5.4,7.58,6.88,9.61,4.86,4.21,5.93,5.9,7.85,9.69,6.8,7.8,5.15,,7.42,8.14,12.05,3.38,9.16,8.03,8.08,6.89,4.8,3.74,6.44,6.62,8.85,8.12,4.76,1.86,,9.87,8.92,4.69,,,,,
February,,,,,,,,,5.86,4.63,5.35,2.82,1.74,4.92,4.99,3.08,5.77,3.72,6.72,1.54,7.7,6.1,3.7,2.57,6.32,9.21,7.29,3.05,7.62,2.34,6.94,0.72,8.31,11.77,2.1,,7.06,4.67,7.77,2.71,0.62,7.25,0.11,5.85,0.81,9.61,3.31,10.74,2.46,5.43,6.03,6.4,,6.56,3.73,6.11,,,,,
March,,,,,,,,,2.77,2.32,1.62,4.91,5.36,8.47,4.88,6.97,7.05,5.02,6.31,4.96,3.6,4.09,10.56,6.58,8.63,4.15,1.42,3.48,3.09,8.95,8.82,7.81,4.51,2.39,2.16,,2.42,5.89,3.25,2.42,3.34,1.64,4.11,3.53,4.05,2.35,3.57,3.03,4.24,3.87,4.89,6.08,,2.44,2.14,2.48,,,,,
April,,,,,,,,,3.99,7.14,3.66,4.05,2.16,3.04,5.48,6.3,2.26,3.3,3.86,5.11,4.77,5.07,1.14,7.38,1.12,3.91,5.25,4.24,2.08,4.16,9.58,2.22,3.23,5.49,4.66,,2.69,3.05,2.64,1.45,3.43,4.72,5.06,1.37,4.74,5.3,2.03,5.06,0.7,3.35,3.21,1.19,,4.9,3.94,3,,,,,
May,,,,,,,,,7,3.77,3.39,1.76,5.43,3.67,4.19,1.39,8.08,4.14,6.76,3.21,3.75,3.43,2.49,4.59,4.51,3.66,6.79,3.93,5.13,1.84,9.24,3.39,2.65,4.92,8.11,,3.79,3.61,0.89,4.29,3.11,4.39,6.11,2.54,9.26,2.58,2.13,1.04,3.61,0.72,2.06,5.16,,7.17,4.58,4.87,,,,,
June,,,,,,,,,4.23,3.27,3.99,4.6,4.29,1.4,1.67,2.75,3.48,7.59,3.94,3.43,4.47,3.4,8.41,5.42,2.99,2.78,4.78,5.32,4.06,5.06,4.91,0.88,2.86,3.53,5.21,,5.53,9.22,11.23,4.62,2.98,9.12,1.94,4.75,3.95,8.88,8.22,4.22,7.65,4.23,1.38,1.12,,6.25,4.52,4.48,,,,,
July,,,,,,,,,1.42,2.75,3.42,2.57,3.03,6.43,3.14,5.29,2.61,3.94,6.75,8.86,6.34,1.46,7.53,2.86,6.75,7.75,1.83,2.87,5.41,3.39,11.35,3.47,5.14,7.48,6.19,,6.29,4.8,6.65,4.02,6.07,5.36,8.93,3.75,1.63,1.88,8.5,2.75,7.94,10.14,4.38,4.54,,5.91,6.07,4.69,,,,,
August,,,,,,,,,9.64,2.57,8.05,9.54,4.88,10.29,6.22,7.07,7.89,7.35,6.1,3.47,8.37,7.68,11.19,3.89,6.29,4.23,4.24,13.93,5.26,4.73,3.9,9.91,5.19,7.59,10.63,,6.53,14.4,7.43,8.15,8.2,5.97,1.89,3,9.88,3.81,4.27,1.93,3.89,3.96,2,7.88,,8.18,4.28,0.59,,,,,
September,,,,,,,,,3.04,5.62,3.68,2.53,1.93,8.26,4.82,3.09,2.17,1.15,4.92,7.13,0.57,5.2,1.42,5.36,4.13,3.26,7.32,6.35,15.09,5.64,7.08,2.22,5.95,9.3,9.44,,4.44,8.26,1.63,3.63,6.38,5.15,6.26,1.34,4.84,9.72,6.87,4.63,2.24,2.25,5.88,1.99,,9.03,6.13,5.88,,,,,
October,,,,,,,,,4.87,4.73,8.04,6.39,6.03,12.54,4.21,6.44,8.07,11,2.02,11.13,4.93,5.21,7.67,6.7,2,2.63,12.34,11.87,7.97,4.48,3.59,7.27,1.25,10.74,6.29,,4.56,6.88,9.11,9.77,11.07,5.32,10.85,9.19,11.35,9.06,5.41,4.49,9.68,4.32,6.67,9.27,,7.6,8.67,4.92,,,,,
