"EAST NESS",,,,,,,,,,,,
Grid ref,SE695788,Long,-0.936124,Lat,54.200252,,,,,,,
Station no,3455/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,1.75,1.43,4.43,1.48,2.88,2.23,4.54,,
February,,,,2.05,2.57,1.67,2.36,3.72,0.50,2.50,,
March,,,,2.15,1.62,1.47,1.47,3.27,1.43,0.87,,
April,,,2.56,0.21,1.44,0.97,0.29,1.00,3.24,1.10,,
May,,,2.13,3.38,2.59,0.73,0.83,3.15,0.54,1.27,,
June,,,1.93,1.33,2.19,2.96,2.33,3.15,1.87,0.57,,
July,,,2.30,2.18,1.39,4.21,2.65,2.73,1.96,4.03,,
August,,,3.39,4.25,0.69,7.76,4.23,2.23,0.33,2.41,,
September,,,1.39,2.35,1.20,2.24,2.57,2.28,0.32,2.56,,
October,,,1.83,3.99,2.31,1.29,2.66,1.81,1.81,6.54,,
November,,,2.48,5.41,2.22,0.70,1.91,0.85,3.57,4.17,,
December,,,1.10,1.97,3.22,2.52,2.27,3.17,3.87,2.82,,
Total,,,,31.02,22.87,30.95,25.05,30.24,21.67,33.38,,
Calc annual,0.00,0.00,19.11,31.02,22.87,30.95,25.05,30.24,21.67,33.38,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
