CAVERSHAM ST BENET'S HOUSE,,,,,,,,,,,,
Grid ref,SU719767,Long,-0.965923,Lat,51.484692,,,,,,,
Station no,RR8121,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,0.77,,
February,,,,,,,,,,0.34,,
March,,,,,,,,,,3.15,,
April,,,,,,,,,,1.96,,
May,,,,,,,,,,1.60,,
June,,,,,,,,,,4.17,,
July,,,,,,,,,,2.67,,
August,,,,,,,,,,2.72,,
September,,,,,,,,,,3.51,,
October,,,,,,,,,,4.60,,
November,,,,,,,,,,0.54,,
December,,,,,,,,,,2.66,,
Total,,,,,,,,,,28.69,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.69,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
