"CARSHALTON (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ278663,Long,-0.164976,Lat,51.381371,,,,,,,
Station no,103/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.72,1.99,0.88,1.18,2.30,3.54,1.53,1.87,2.08,1.92,,
February,7.29,0.96,1.06,2.07,1.50,0.27,2.77,2.04,0.05,1.66,,
March,3.01,2.29,0.45,1.80,1.06,0.93,0.69,0.94,2.18,1.85,,
April,2.50,1.26,2.30,0.31,0.29,1.11,0.24,1.26,2.05,0.89,,
May,2.03,2.31,1.33,2.72,3.70,0.38,1.32,2.54,0.78,1.82,,
June,0.97,1.74,1.31,3.30,1.63,2.21,1.00,4.79,0.72,0.97,,
July,2.11,0.67,3.81,2.63,0.24,4.95,2.44,2.80,1.48,2.93,,
August,2.84,2.68,1.25,2.41,1.55,3.43,2.99,3.29,1.10,2.60,,
September,2.86,3.18,2.49,1.88,1.88,1.90,2.55,4.55,0.07,3.16,,
October,0.94,2.37,3.37,1.90,3.19,1.18,1.65,3.01,2.18,4.99,,
November,5.39,2.81,1.13,4.84,0.60,0.51,2.61,1.59,3.65,4.07,,
December,2.15,2.12,0.56,1.80,1.94,2.57,1.95,2.65,3.69,2.67,,
Total,34.81,24.38,19.94,26.84,19.88,22.98,21.74,31.33,20.03,29.53,,
Calc annual,34.81,24.38,19.94,26.84,19.88,22.98,21.74,31.33,20.03,29.53,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
