"BEDFORD KIMBOLTON ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1179/1/5,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,0.83,1.13,,
February,,,,,,,,,1.69,1.98,,
March,,,,,,,,,2.52,1.66,,
April,,,,,,,,,1.68,2.70,,
May,,,,,,,,,0.89,4.22,,
June,,,,,,,,,3.09,,,
July,,,,,,,,,3.91,,,
August,,,,,,,,,2.45,,,
September,,,,,,,,,0.89,2.66,,
October,,,,,,,,,0.48,2.92,,
November,,,,,,,,,3.01,0.89,,
December,,,,,,,,,1.52,1.16,,
Total,,,,,,,,,22.96,24.72,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.96,19.32,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,5.40,,
