"READING (SEED TRIAL GROUNDS)",,,,,,,,,,,,
Grid ref,SU738738,Long,-0.939170,Lat,51.458376,,,,,,,
Station no,RR1483,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.37,1.66,0.75,1.11,2.75,3.21,1.56,2.69,2.70,2.54,,
February,4.36,0.61,1.52,2.27,1.19,0.16,2.92,2.87,0.20,2.01,,
March,3.70,1.83,0.34,1.91,0.92,0.51,1.24,1.37,2.51,1.17,,
April,2.87,1.27,2.12,0.23,0.31,1.44,0.19,0.95,2.34,0.39,,
May,2.37,3.23,1.52,2.54,4.30,0.19,1.10,1.87,0.23,1.67,,
June,1.57,1.30,1.25,3.81,1.88,2.02,1.75,3.45,1.94,1.09,,
July,0.80,0.28,3.16,2.31,0.17,1.93,3.77,2.15,2.33,2.87,,
August,4.22,2.19,1.86,2.87,0.52,3.74,2.67,4.05,1.25,3.67,,
September,2.62,2.26,1.96,1.65,1.99,2.74,2.81,3.83,0.02,3.20,,
October,0.59,3.49,3.23,1.79,2.70,1.33,2.06,2.47,2.52,6.78,,
November,6.00,2.74,0.89,4.75,1.56,0.55,2.27,2.42,2.16,3.62,,
December,1.63,2.34,0.52,2.53,2.22,3.40,2.06,2.75,3.76,3.31,,
Total,33.10,23.20,19.12,27.77,20.51,21.22,24.40,30.87,21.96,32.32,,
Calc annual,33.10,23.20,19.12,27.77,20.51,21.22,24.40,30.87,21.96,32.32,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
