"READING EARLEY",,,,,,,,,,,,
Grid ref,SU745721,Long,-0.929454,Lat,51.443002,,,,,,,
Station no,RR1483,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.57,1.13,0.73,2.67,2.57,0.48,3.70,0.93,1.51,0.77,,
February,3.08,0.91,1.10,0.56,2.98,0.43,1.87,1.46,0.86,0.31,,
March,0.74,1.47,1.84,3.70,1.08,3.66,1.23,0.99,2.57,3.15,,
April,0.66,2.13,0.88,1.94,1.02,1.60,0.58,2.64,4.35,2.04,,
May,1.11,0.50,2.39,3.66,3.28,1.85,2.00,1.37,1.33,1.56,,
June,2.00,1.43,2.52,5.35,0.97,3.25,2.35,2.41,1.05,4.16,,
July,0.79,2.38,0.87,2.75,1.38,0.90,0.16,2.51,1.52,2.55,,
August,2.15,1.82,3.43,3.62,2.93,2.32,0.58,1.43,2.61,1.90,,
September,0.40,1.44,0.94,1.74,1.50,1.23,0.80,0.85,1.86,2.44,,
October,1.61,2.07,1.51,7.12,1.63,1.15,4.58,5.07,1.28,4.32,,
November,2.50,0.33,2.29,1.90,1.75,2.98,3.36,2.11,0.91,0.50,,
December,2.23,3.27,1.06,2.10,2.48,0.78,2.28,3.42,2.24,2.66,,
Total,19.84,18.88,19.56,37.11,23.57,20.63,23.49,25.19,22.09,26.36,,
Calc annual,19.84,18.88,19.56,37.11,23.57,20.63,23.49,25.19,22.09,26.36,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,,
