"RISHWORTH (RINGSTONE RES) LOWER",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3214,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.00,5.35,7.22,7.50,5.13,6.84,4.49,11.03,2.59,3.55,,
February,5.72,1.69,3.90,2.21,6.76,7.46,3.79,4.10,3.69,7.40,,
March,6.34,2.78,1.81,0.57,1.67,2.46,7.00,2.47,1.61,2.87,,
April,3.10,3.17,2.93,3.81,3.36,2.24,5.64,2.88,4.50,4.30,,
May,2.45,4.75,3.48,3.72,4.62,2.80,4.46,1.36,4.57,3.20,,
June,0.91,1.50,3.51,3.40,5.59,4.65,3.81,5.35,0.78,1.72,,
July,1.58,3.99,2.82,4.01,2.17,5.94,2.56,2.39,4.07,3.24,,
August,7.37,5.84,5.40,4.30,4.91,6.28,0.34,5.18,2.70,5.55,,
September,0.63,3.04,4.82,6.21,3.22,8.19,2.83,2.37,1.02,6.98,,
October,5.31,6.15,2.78,4.94,7.02,1.45,1.44,2.55,5.65,2.75,,
November,4.16,1.69,3.96,9.20,0.93,10.06,7.52,1.92,6.80,5.57,,
December,2.88,4.43,3.02,5.13,3.15,4.72,5.26,4.92,8.64,3.22,,
Total,43.45,44.38,45.65,55.00,48.53,63.09,49.14,46.52,46.62,50.35,,
Calc annual,43.45,44.38,45.65,55.00,48.53,63.09,49.14,46.52,46.62,50.35,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
