RINGSTONE RES. (OLD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE049177,Long,-1.927335,Lat,53.655773,Elevation,990,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,2.99,5.12,8.08,2.48,5.84,1.98,1.42,2.38,,,,,,,,,,7.97,,,,,,,,,,,5.22,2.28,5.48,4.19,3.81,6.1,4,2.13,3.26,5.09,5.56,7.72,3.91,4.24,3,5.8,4.7,3.85,11.53,1.67,6.76,4.66,,,,,,,,,
February,,,3.26,2.05,1.89,4.02,0.61,0.86,0.48,2.66,,,,,,,,,,2.39,,,,,,,,,,,4.49,5.47,2.55,1.83,3.93,5.15,5.66,1.04,6.96,1.85,4.38,0.3,5.19,6.75,1.04,7.06,3.8,1.41,5.34,0.45,1.03,6.33,,,,,,,,,
March,,,3.61,1.52,2.44,2.28,3.26,2.17,3.65,2.54,,,,,,,,,,2.81,,,,,,,,,,,1.09,2.04,4.56,6.97,4.92,1.2,4.54,3.24,2.1,6.08,3.95,4.28,3.57,2.7,1.46,1.62,1.49,4.68,2.82,1.08,2.61,0.4,,,,,,,,,
April,,,5.45,3.11,2.42,2.01,3.65,1.53,2.74,3.82,,,,,,,,,,3.4,,,,,,,,,,,3.38,2.44,1.17,5.14,1.86,1.64,2.86,1.56,1.23,1.83,7.02,1.75,4.57,3.49,2.64,2.89,1.88,2.89,1.02,1.22,2.9,4.07,,,,,,,,,
May,,,1.8,1.17,1.14,2.42,5.63,2.48,1.03,2.9,,,,,,,,,,3.82,,,,,,,,,,,2.96,1.6,4.25,2.9,2.22,2.27,3.75,2.13,2.43,2.23,6.41,2.06,1.33,4.11,5.32,4.27,4.89,1.41,1.65,3.46,1.86,3.49,,,,,,,,,
June,,,5.62,3.91,1.08,3.28,1.63,0.31,2.65,0.69,,,,,,,,,,1.86,,,,,,,,,,,4.36,2.82,5.45,2.16,2.48,1.51,2.58,2.84,1.38,1.46,3.49,0.28,2.76,0.96,2.45,0.08,2.92,3.54,6.53,1.11,2.09,7.59,,,,,,,,,
July,,,4.45,2.72,3.51,1.48,6.16,2.16,6.49,3.16,,,,,,,,,,1.71,,,,,,,,,,,3.29,0.39,5.51,1.15,4.06,4.57,3.24,1.72,4.43,2.33,9.51,2.13,5.57,4.61,4.01,1.37,2.98,2.35,1.53,1.71,6.32,4.16,,,,,,,,,
August,,,2.75,1.96,1.55,1.58,2.11,2.83,4.84,5.2,,,,,,,,,,1.76,,,,,,,,,,,5.06,2.41,7.32,1.57,2.7,5.94,2.88,8.04,2.52,4.28,2.01,6.12,6.37,4.69,5.3,4,3.61,7.89,4.48,3.72,7.27,6.33,,,,,,,,,
September,,,2.23,7.01,2.02,4.2,3.86,4.06,1.1,2.68,,,,,,,,,,7.69,,,,,,,,,,,0.19,3.22,2.58,2.21,2.85,0.58,2.21,2.18,14.32,1.98,2.2,1.72,4.24,3.87,5.7,3.81,3.13,5.82,0.6,1.34,5.68,3.63,,,,,,,,,
October,,,4.49,4.4,1.78,6.32,5.54,3.3,1.86,5.98,,,,,,,,,,4.15,,,,,,,,,,,3.46,3.98,4.88,2.72,3.12,2.01,8.68,6.77,3.74,3.23,2.34,3.41,1.21,5.54,6.21,6.47,4.34,4.54,5.65,5.38,6.58,2.47,,,,,,,,,
