RISHWORTH RINGSTONE RESERVOIR - NEW GAUGES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE049177,Long,-1.927335,Lat,53.655773,Elevation,962,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,6.37,3.46,4.24,1.31,5.4,3.11,2.08,1.66,3.4,7.92,5.86,2.48,3.31,5.49,4.73,1.75,6.49,1.8,4.14,2.51,,,,,,,,,,,,,,,3.37,6.57,5.08,4.46,12.98,1.81,7.8,5.15,6.88,4.16,4.01,2.21,5.29,4.04,7.15,6.78,3.48,3,5.35,7.22,7.5,5.13,6.84,4.49,11.03,2.59,3.55,5.12,4.7,1.81,3.8,3.26,5.67,4.66,5.46,4.78,6.22
February,0.76,0.36,2.7,5.34,8.16,0.68,2.09,4.3,4.37,2.44,4.4,1.47,1.41,5.27,4.82,1.79,4.01,3.1,2.95,1.97,,,,,,,,,,,,,,,1.34,7.73,4.19,1.6,6.08,0.5,1.19,7.29,0.44,4.4,0.34,7.62,3.2,6.65,2.27,5.5,2.58,5.72,1.69,3.9,2.21,6.76,7.46,3.79,4.1,3.69,7.4,4.41,1.46,1.9,3.26,2.97,1.5,3.61,7.58,0.37,4.27
March,3.58,2.66,1.08,1.43,5.37,3.62,6.44,5.76,1.45,2.83,1.23,4.25,2.18,6.97,2.56,4.11,3.98,3.79,3.63,3.65,,,,,,,,,,,,,,,1.64,1.86,1.68,5.44,3.1,1.04,2.95,0.45,3.07,3.48,3.75,2.03,3.02,3.52,1.27,3.4,3.94,6.34,2.78,1.81,0.57,1.67,2.46,7,2.47,1.61,2.87,6.2,2.76,2.97,3.61,2.72,2.03,3.65,2.81,2.03,2.04
April,2.14,2.75,1.76,1.04,2.9,3,2.22,3.89,3.74,3.41,2.93,2.24,1.99,2.07,3.17,3.37,1.58,3.49,1.99,3.64,,,,,,,,,,,,,,,2.82,3.28,2.16,3.56,1.17,1.29,3.34,4.28,5.34,1.63,2.72,4.64,2.27,2.76,0.64,3.04,3.22,3.1,3.17,2.93,3.81,3.36,2.24,5.64,2.88,4.5,4.3,3.03,3.92,4.3,0.63,2.11,3.33,0.44,1.52,4.89,3.09
May,3.51,3.73,4.55,2.23,2.59,0.88,0.53,1.38,3.51,3.85,1.97,1.5,3.02,4.29,3.66,0.57,3.71,4.54,2.33,2.17,,,,,,,,,,,,,,,5.62,4.52,5.31,1.7,1.76,3.73,2.29,3.54,5.12,2.39,3.9,0.91,1.21,2.73,4.61,1.24,1.53,2.45,4.75,3.48,3.72,4.62,2.8,4.46,1.36,4.57,3.2,4.55,2.07,3.1,3.56,4.78,1.84,1.58,5.07,2.18,2.52
June,3.32,2.58,4.46,2.26,3.65,3.1,3.28,4.03,3.39,1.87,3.69,2.02,1.62,1.39,1.17,3.05,1.89,7.3,1.99,2.63,,,,,,,,,,,,,,,2.61,0.11,3.16,4.13,7.19,1.17,2.34,7.81,0.83,2.99,2.52,4.3,5.55,2.51,5.56,3.28,0.84,0.91,1.5,3.51,3.4,5.59,4.65,3.81,5.35,0.78,1.72,1.04,3.15,3.08,2.79,3.32,3.52,1.87,6.46,2.13,1.8
July,3.52,3.31,3.05,3.88,3.75,6.24,1.79,1.63,1.07,1.71,2.99,3.05,2.83,3.38,3.55,2.13,1.99,2.51,3.62,5.19,,,,,,,,,,,,,,,4.36,1.54,3.3,2.66,1.76,1.81,6.73,4.35,3.94,3.41,3.67,1.92,3.9,2.91,5.25,7.55,4.18,1.58,3.99,2.82,4.01,2.17,5.94,2.56,2.39,4.07,3.24,3.35,2.07,4.55,4.44,1,6.86,5.22,5.61,3.53,6.69
August,5.28,6.78,4.21,2.68,4.31,3.68,2.15,3.96,5.59,1.77,5.66,2.57,3.93,5.01,5.06,4.95,3.1,3.94,3.97,3,,,,,,,,,,,,,,,5.68,4.15,4.08,8.87,4.67,4.14,7.69,6.47,2.38,1.23,3.7,1.92,1.92,2.15,4.76,2.14,2.07,7.37,5.84,5.4,4.3,4.91,6.28,0.34,5.18,2.7,5.55,5.91,4.72,4.87,6.62,1.1,10.79,6.76,4.43,0.71,6.39
September,1.73,3.83,4.35,3.6,0.65,1.56,8.84,3.9,0.68,7.57,1.26,0.93,2.79,5.69,1.19,2.75,1.26,0.63,2.86,2.53,,,,,,,,,,,,,,,5.91,4,3.61,6.3,0.62,1.56,5.91,3.66,4.89,1.76,3.13,8.08,5.9,2.18,2.08,1.83,4.99,0.63,3.04,4.82,6.21,3.22,8.19,2.83,2.37,1.02,6.98,2.98,3.66,3.61,6.5,2.67,4.82,5.87,4.98,0.54,3.22
October,3.29,6.83,8.24,4.14,6.55,5.45,5.53,2.55,6.37,4.07,5.92,3.36,4.84,10.94,1.36,3.47,7.53,7.04,2.26,5.33,,,,,,,,,,,,,,,6.53,7.01,4.79,5.25,5.87,5.99,7.15,2.64,7.94,5.22,5.17,11.47,5.65,3.05,11.83,3.46,5.8,5.31,6.15,2.78,4.94,7.02,1.45,1.44,2.55,5.65,2.75,1.61,6.76,2.61,8.8,2.55,3.14,6.39,4.83,4.92,6.29
November,5.94,3.93,3.22,3.68,3.24,4.83,1.68,5.34,2.96,2.06,4.4,6.79,2.71,2.58,2.87,5.14,5.85,3.34,2.35,1.47,,,,,,,,,,,,,,,2.96,3,6.47,6.22,7.87,9.79,5.87,8,3.94,2,2.62,8.12,7.2,3.05,7.47,8.76,9.18,4.16,1.69,3.96,9.2,0.93,10.06,7.52,1.92,6.8,5.57,10.87,2.38,5.06,8.05,2.54,1.7,3.53,1.36,5.15,8.76
December,0.68,10.3,2.13,4.89,4.08,5.63,5.89,6.13,5.53,3.23,6.35,5.72,4.62,3.25,3.04,1.2,3.03,5.02,2.48,7.19,,,,,,,,,,,,,,,7.27,4.97,1.76,1.81,3.51,9.98,3.9,2.82,2.52,0.67,5.73,3.08,6.09,2.72,5.43,3.8,4.21,2.88,4.43,3.02,5.13,3.15,4.72,5.26,4.92,8.64,3.22,9.1,4.5,2,7.4,6.98,5.2,6.34,5.15,9.27,5.52
Total,40.12,50.52,43.99,36.48,50.65,41.78,42.52,44.53,42.06,42.73,46.66,36.38,35.25,56.33,37.18,34.28,44.42,46.5,34.57,41.28,,,,,,,,,,,,,,,50.11,48.74,45.59,52,56.58,42.81,57.16,56.46,47.29,33.34,41.26,56.3,51.2,38.27,58.32,50.78,46.02,43.45,44.38,45.65,55,48.53,63.09,49.14,46.52,46.62,50.35,58.17,42.15,39.86,59.46,36,50.4,49.92,55.26,40.5,56.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1890-1899_17_pt1-page-069.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1900-1909_21_pt1-page-125.csv 1900s-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1920-1930_22_pt1-page-077.csv 1920s-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERROR_TYRain_1931-1940_19_pt1-page-024.csv 1930s-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 Feb =6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 July=2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1941-1950_21_pt1-page-175.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRain_1951-1960_19_pt1-page-184.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
