"FOUBRIDGE (CANAL OFFICE)",,,,,,,,,,,,
Grid ref,SD889424,Long,-2.170323,Lat,53.877677,,,,,,,
Station no,3014,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.65,5.64,1.72,4.27,2.44,5.92,4.85,,,,,
February,3.30,1.78,2.35,2.81,2.60,1.36,,,,,,
March,4.00,2.56,2.30,3.01,2.38,2.53,,,,,,
April,3.27,2.97,3.48,0.74,1.69,3.00,,,,,,
May,2.92,1.91,1.89,3.51,4.11,2.55,,,,,,
June,1.77,3.31,4.04,2.42,2.94,2.33,,,,,,
July,3.28,1.90,5.43,5.77,1.17,4.21,,,,,,
August,4.77,6.26,6.42,7.83,1.10,9.06,,,,,,
September,4.11,4.94,4.60,6.47,3.07,3.99,,,,,,
October,1.53,3.89,1.51,9.02,2.27,3.35,,,,,,
November,8.94,2.01,6.22,6.84,1.56,1.67,,,,,,
December,9.58,3.89,2.62,6.93,7.25,5.33,,,,,,
Total,53.12,41.06,42.58,59.62,32.58,45.30,,,,,,
Calc annual,53.12,41.06,42.58,59.62,32.58,45.30,4.85,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,,
