HOYLAND NETHER,,,,,,,,,,,,
Grid ref,SE375005,Long,-1.436151,Lat,53.499867,,,,,,,
Station no,3158/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.21,2.50,,,,,,,,,,
February,3.34,0.47,,,,,,,,,,
March,2.91,1.48,,,,,,,,,,
April,1.15,1.64,,,,,,,,,,
May,4.21,1.86,,,,,,,,,,
June,0.84,0.84,,,,,,,,,,
July,1.62,1.07,,,,,,,,,,
August,4.61,1.10,,,,,,,,,,
September,1.20,1.84,,,,,,,,,,
October,0.75,3.97,,,,,,,,,,
November,5.76,1.22,,,,,,,,,,
December,2.54,1.82,,,,,,,,,,
Total,31.14,19.81,,,,,,,,,,
Calc annual,31.14,19.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
