AUCHINRAITH NR HAMILTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NS 706 573,Long,-4.064564,Lat,55.792089,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,,,,5.6,1.4,6,,1.4,1.5,2.5,2.7,2,4.4,2.3,0.7,3,,,,,,,,3.3,0.19,1.8,2.1,3.25,4.38,4,2.48,3.25,6.4,2.05,1.62,4.33,2.85,4.48,2.93,2.89,2.65,4.65,4.5,2.84,4.55,1.6,6.65,,
February,,,,,3,3.8,,4.1,1.1,2.1,0.5,1.1,2.6,1,2.9,1.4,2.3,,,,,,,,1.95,0.95,3.05,0.99,1.1,3.97,2.94,2.9,0.76,2.45,2.15,1.55,3.7,2.93,4.05,4.05,2.05,2.75,2.45,1.15,0.6,0.9,4.15,3.48,,
March,,,,,3,2.2,4.5,1.3,2.3,1.6,0.1,2,4.3,1,2.5,0.8,2.1,,,,,,,,2.02,1.47,0.02,2.05,1.23,4.87,2.75,4.63,3.55,1,3.65,1.4,1.05,1.02,3.55,0.48,0.63,1.94,1.74,2.1,2,1.37,4.12,1.8,,
April,,,,1.8,0.3,0.6,1.7,0.6,1.5,0.6,0.7,1.6,0,2.7,0.8,0.9,1.6,,,,,,,,0.83,1.25,1.57,1.7,1.46,3.36,0.98,0.36,2.9,3,1.45,0.35,1.6,3.25,2.65,0.85,0.8,3.02,0.62,0.08,1.4,0.86,1.65,2.23,,
May,,,,0.9,1,2.3,0.2,1.6,1.4,0.9,2.3,1.8,3,3.6,0,1,1.5,,,,,,,,4.45,1.9,3.2,1.4,2.45,0.17,1.73,0.62,4.07,2.1,1.35,3.6,1.28,2,1.98,0.74,2.18,0.78,2.78,2.35,1.9,0.83,0.5,1.7,,
June,,,,3.6,2.6,0.8,2.4,3.4,5.5,2.7,2.4,2.4,2.1,1.2,3.5,3.3,4.3,,,,,,,3.6,3.34,2.7,3.9,3.2,3.25,1.6,3.51,1.77,3.34,2.8,1.85,0.45,1.82,1.6,0.84,2.28,1.45,1.75,6.68,1.3,1.32,2.2,2.8,1.95,,
July,,,,1.6,1.3,3,6.2,3.3,2.8,2,4,2.9,2.1,2.6,2.4,2,4.1,,,,,,,3.1,3.1,3.75,1.9,1.6,3.8,1.87,2.7,4.62,3.8,0.65,2.7,2.36,3.75,4.12,0.2,1.28,1.67,4.05,6.26,4.35,3,1.71,2.01,3.1,,
August,,,,1.1,2.1,1.7,3.4,3.2,2.8,2.1,3.3,5,0.8,2,3.4,2,4.4,,,,,,,3.68,2.05,2.72,3.45,1.4,1.5,1.74,3.1,5.1,2.77,2.75,0.95,4.3,3.5,2.72,3.68,0.9,1.03,6.55,3.5,4.02,5.48,2.25,4.03,6.2,,
September,,,,1.5,3.8,6.2,4.8,2.1,2.4,5.2,2.3,3.3,0,0.8,1.8,3.3,2.3,,,,,,,2.05,1.67,0.57,2.46,3.1,2.58,3.4,1.02,4,2.28,3.3,3.85,0.63,3.84,2.83,2.47,4.93,2.32,1.43,6.6,4.06,3.3,3.6,2.23,,,
October,,,,2.8,1.9,2.5,3.1,1.8,3.1,3.1,1.4,3.5,1.8,5.5,0.9,5.4,3.2,,,,,,,4.05,3.75,4.48,1.08,2.16,4.83,3.4,4.15,3.12,6.76,4.05,3.55,3.38,1.6,3.63,3.69,1.21,2.95,1.97,2.6,4.76,4.9,4.3,4.92,,,
November,,,,2.3,4,4.1,3.8,,3.3,1.8,2.2,3.1,1.9,3.8,0,5,2.5,,,,,,,1.85,2,1.08,0.65,2.4,1.2,2.33,1.45,3.24,1.87,2.6,2.2,2.34,2.94,0.78,3.02,3.64,1.95,2.4,4.04,1.35,2.9,3.76,2.82,,,
December,,,,8.2,2,2,3.7,2.7,1.4,2.5,1.2,2.7,4.9,0.9,1,5,1.2,,,,,,,0.5,4.5,2.2,3.85,3.02,2.18,2.29,2.25,2.1,5.05,3.95,1.6,2.3,4.78,2.04,4.53,4.52,1.84,2.73,4.02,2.05,1.38,3.06,5,,,
Total,,,,,30.6,30.6,,,29,26.1,22.9,32.1,25.5,29.5,21.5,30.8,32.5,,,,,,,,32.96,23.26,26.93,25.12,28.83,33.38,30.58,34.94,40.4,35.05,27.35,24.28,34.19,29.77,35.14,27.81,21.76,32.02,45.94,32.07,31.02,29.39,35.83,,,
