ANNAGHANOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ109534,Long,-6.292206,Lat,54.417205,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,4,2.04,2.53,1.96,2.35,1.1,3.97,4.34,3.57,3.88,3.42,2.54,5.08,4,4.1,2.28,3.63,3.33,6.24,1.89,1.11,2.43,3.63,1.04,1.9,3.28,2.46,,,,
February,,,,,,,,,,,0.93,2.3,0.18,2.95,0.15,3.55,1.68,3.51,1.1,1.91,2,2.72,1.43,1.17,0.88,2.27,2.04,1.13,1.61,1.7,2.89,2.75,0.85,1.13,3.94,3.35,1.24,,,,
March,,,,,,,,,,,2,1.26,1.85,1.91,1.75,1.42,2.08,3.51,1.01,3.08,4.1,3.56,2.68,0.86,0.41,1.33,1.23,5.25,2.18,1.73,1.17,1.88,1.16,0.38,2.96,1.14,,,,,
April,,,,,,,,,,,1.42,2.84,2.69,0.89,2.1,1.53,0.52,2,0.26,1.87,3.1,1.99,1.69,2.04,1.77,1.33,0.9,2.8,1.82,1.81,3.38,1.32,1.51,1.74,0.47,1.94,,,,,
May,,,,,,,,,,,2.08,3.06,2.26,2.45,2.34,0.9,1.25,0.82,2.68,0.89,0.58,2.21,3.22,3.01,1.46,3.85,1.04,3.87,1.76,1.58,1.04,1.96,1.08,1.31,3.78,2.19,,,,,
June,,,,,,,,,,,2.08,4.7,1.32,2.74,1.42,3.27,4.11,2.78,3.18,1.86,1.03,0.51,0.31,3.41,2.46,4.66,4.2,3.56,4.37,0.68,2.81,2.67,2.73,2.16,1.82,3.49,,,,,
July,,,,,,,,,,,2.97,4.07,4.11,2.31,2.31,1.15,6.05,3.05,4.83,4.83,5.71,3.63,3.42,1.48,3.75,3.89,3.22,4.06,2.92,1.87,5.42,3.75,1.27,5.25,3.16,1.64,,,,,
August,,,,,,,,,,,6.47,2.8,2.55,1.56,4.86,1.93,2.07,2.44,3.01,1.6,0.54,3.75,3.92,4.13,3.7,0.93,4.8,0.46,3.27,3.23,6.92,4.3,4.01,4.04,2.39,4.68,,,,,
September,,,,,,,,,,,3.6,1.96,2.65,1.69,4.9,3.5,3.17,2.36,2.5,2.71,2.24,1,3.9,2.06,4.82,2.52,6.49,2.93,3.34,2.14,5.48,1.86,1.24,2.83,4.69,3.47,,,,,
October,,,,,,,,,,,4.4,1.75,2.8,2.05,3.8,3.06,2.17,3.13,5.7,3.65,5.48,3.59,2.44,3.1,3.92,3.25,1.3,1.68,2.31,4.85,2.95,0.68,3.77,1.83,4.98,1.9,,,,,
November,,,,,,,,,,,2.91,5,1.34,1.2,0.65,3.51,3.23,1.06,4.24,4.39,4.21,3.8,0.47,1.86,4.81,0.75,3.55,3.62,2,2.25,2.63,5.25,2.33,2.24,4.71,2.17,,,,,
December,,,,,,,,,,,3.02,2.68,4.25,1.62,4.52,2.31,3.17,2.71,3.6,2.24,3.29,1.31,3.39,2.15,3.37,3.03,4,3.37,4.82,3.53,2.89,3.51,3.04,2.82,3.58,3.62,,,,,
Total,,,,,,,,,,,35.88,34.46,28.53,23.33,31.15,27.23,33.47,31.71,35.68,32.91,35.7,30.61,31.95,29.27,35.45,30.09,36.4,36.06,36.64,27.26,38.69,32.36,26.62,26.77,38.38,32.87,,,,,
