"ABERFELDY, DALL AVON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5554,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.17,5.42,7.06,3.79,2.29,5.07,6.98,6.80,9.69,1.14,6.21,
February,4.51,0.44,3.39,10.00,1.33,5.63,4.65,1.23,4.08,2.01,0.92,
March,4.35,5.64,1.91,1.90,0.71,1.71,2.40,3.22,8.08,0.66,2.24,
April,1.79,0.64,2.36,3.31,2.59,4.13,1.84,2.28,1.55,0.94,1.82,
May,3.62,2.05,2.25,1.73,3.81,5.00,2.58,2.39,1.26,3.48,1.27,
June,0.82,0.52,1.58,0.62,1.95,0.53,4.38,2.82,3.32,1.82,1.26,
July,2.99,3.02,3.03,2.46,3.94,1.57,2.76,4.48,1.21,2.36,2.33,
August,3.77,4.45,1.52,5.23,3.08,2.93,1.80,4.79,5.05,2.64,5.22,
September,1.46,1.60,1.69,3.28,4.33,2.59,2.88,4.32,3.48,0.89,4.64,
October,4.20,2.60,1.47,5.38,2.90,3.43,6.47,5.08,6.55,4.91,5.40,
November,4.52,2.93,1.90,2.95,2.28,0.87,7.69,3.16,4.28,4.61,5.19,
December,5.29,4.78,5.84,2.49,7.41,4.32,1.07,2.15,4.16,11.28,6.34,
Total,43.49,34.09,34.00,43.14,36.62,37.78,45.50,42.72,52.71,36.74,42.84,
Calc annual,43.49,34.09,34.00,43.14,36.62,37.78,45.50,42.72,52.71,36.74,42.84,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
