INVERURIE MANSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ 773 210,Long,-2.377326,Lat,57.279503,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,3.97,0.91,3.52,2,8.63,3,3.06,1.5,0.75,3.38,1.44,1,1.9,1,4.75,2.13,4.5,0.75,5.5,1.38,2.61,3.69,2.19,3.25,5.19,1.5,0.66,2.55,3,,,,,,,,
February,,,1.75,0.5,4,5.66,3.5,1.37,2,1.38,3.75,3.94,5.97,2.25,1.81,1.69,6.25,3.63,0.75,4.75,2.88,6.25,3.63,3.75,1.38,4.5,2,0.94,5.38,5.44,1.41,0.88,,,,,,,,
March,,,2.88,3.62,4.5,2.66,5.94,3.69,1.5,3.25,1.22,0.63,2.91,2.41,3.94,1.88,7.88,2.66,4.25,4.63,0.91,8.69,4.13,5.44,4,1.87,2.88,3.75,12.5,1.63,2.78,0.38,,,,,,,,
April,,,2,2.16,1.13,0.56,1.53,4.47,3.32,2.25,1.56,5.25,3.62,1.13,0.87,1.75,3.88,3.25,1.13,,2.13,0.75,4.13,1.56,1.5,1.87,1.09,1,2.38,3.75,1.5,3,,,,,,,,
May,,,1.91,2,2.12,1.84,1.75,2.69,1.5,1.75,1.94,0.75,4.38,4.25,1.47,2.31,0.75,2.5,2.56,,0.75,3,2.5,1.47,1.49,4.5,4.25,2.38,1.25,0.85,2.5,0.5,,,,,,,,
June,,,3.94,2,1.44,0.94,2.44,1.78,0.64,2.12,1.31,1.44,5.12,1.38,1.16,3,1.5,4.5,2.22,2.78,2.66,2.25,3.75,1.22,1.06,1.63,1.25,1.04,2.37,0.69,1.88,2.4,,,,,,,,
July,,,1.91,1.16,2.5,3.13,3.12,3.94,0.91,0.75,1.38,4.75,1.63,4.38,2.38,5,2,2.75,1,3.46,3.88,4,3.63,5.25,2.25,1.75,3,2.06,4.13,3.9,-999,1.06,,,,,,,,
August,,,2.56,3.75,1.75,3.25,2.97,3.08,4.56,1.94,1.03,2.06,3.31,3.38,4.5,3.06,1.38,6.37,4.5,3.69,0.72,3.63,2.38,2.6,1.69,3.94,1.5,3.37,2.25,5.37,-999,3.13,,,,,,,,
September,,,2.5,4.31,3,0.75,2.97,2.25,4.46,5.38,2.16,2.61,7.28,4.5,1.38,4.5,3.25,2.25,3.89,1.88,2.81,3.44,2.56,4.25,1.5,4.25,1.5,3,1.53,1.06,2.13,,,,,,,,,
October,,,2.34,3,5.47,4.66,1.94,2.44,2.06,7.81,2.97,3.78,5.12,2.89,3,7,3,2.25,4.13,1.13,3.5,5.32,2.83,2,3.82,3,2.5,3,2,2.69,4.19,4.5,,,,,,,,
November,,,2.28,1.28,5.53,2.88,3.44,1.38,1.94,2,3.78,2.56,5.56,4.31,4.5,4.62,4.69,4.63,5,3.13,3.32,2.06,4.5,1.37,3,2.75,2.34,3.31,3.91,3.5,5.5,1.75,,,,,,,,
December,,,2.22,2.12,3.37,2.25,4.22,3.75,4.06,3,7.5,1.31,4.94,1.5,1.37,2.31,10,3,6.5,0.63,4.75,1.69,8.75,2.81,1.65,3,3.06,3.5,1.25,2,3,3.37,,,,,,,,
Total,,,,29.87,35.72,32.1,35.82,39.47,29.95,34.69,30.1,29.83,53.22,33.82,27.38,39.02,45.58,42.54,38.06,,29.06,46.58,44.17,34.33,27.03,35.25,28.62,32.54,40.45,31.54,33.69,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879 AM+Total Deleted Estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890 AS Bracketed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870s Numerous comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
