GLYNCEIRIOG-PLAS-NANTHYR-MAIN-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ150388,Long,-3.26625,Lat,52.939837,Elevation,1500,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,11.23,4.17,2.65,5.52,3.95,5.98,13.86,1.35,8.5,3.74,7.95,4.79,5.07,1.88,7.5,7.35,9.1,,,,6.52,9.8,5.63,4.21,6.58,3.8,12.8,5.5,1.5,5.35,8.78,,,,,,,,
February,,,6.39,12,4,9.25,4.35,3.46,3.85,0.78,1.58,5.21,0.09,3.67,0.33,6.4,6.65,3.6,2.66,3.5,,,2.3,3.26,2.44,5.82,6.89,3.9,3.53,2.7,9.5,8.07,3.98,,,,,,,,
March,,,4.03,2.75,1.24,2.38,0.89,5.99,3.6,0.36,4.32,1.59,4.49,3.79,4.25,1.7,4,1.15,1.06,,3.2,4.5,3.77,1.38,,3.9,2.86,9.19,2.87,2.07,2.19,7,1.7,,,,,,,,
April,,,4.22,3.5,5.55,2.66,2.44,3.57,2.34,1.78,5.63,7.11,7.06,1.94,5.12,4.6,2.35,2.55,0.4,2.8,4.66,1.4,3.69,2.42,,1.64,1.19,5.76,2.4,4.9,5.35,3,2.53,,,,,,,,
May,,,1.23,6.75,6.17,4.63,2.79,2.22,2.32,2.96,2.65,6.5,4.47,,2.78,4.45,2.37,4,4.27,2,2.55,3.6,6.43,6.13,,4.76,3.87,6.63,2.17,4.4,2.07,4,3.98,,,,,,,,
June,,,2.3,1.75,3.26,0,2.67,5.64,6.85,3.45,1.36,4.52,1.7,,1.48,4,5.85,1.55,3.98,2.3,2.4,1.3,0.67,3.66,,4.18,3.64,2.76,5.97,0.24,1.19,1.05,1.7,,,,,,,,
July,,,5.48,2.75,6.54,3.55,5.98,5.59,2.65,2.55,4.19,3.45,5.45,1.81,1.34,1.65,7.1,1.95,3.1,,4.36,1.7,4.24,4.28,2.62,2.41,2.76,4.25,3.01,3.12,3.78,2,,,,,,,,,
August,,,3.7,5.25,9.77,4.65,3.85,7.93,4.36,2.97,5.36,6.32,2.6,1.04,4.3,1.37,0.95,0.95,3.93,2,0.7,5,5.29,4.52,3.97,3.13,6.2,0.67,4,2.17,5.76,5.75,,,,,,,,,
September,,,4.05,4.5,7.82,4.75,3.92,5.98,3.2,3.73,5.98,5.17,3.41,1.15,3.79,7,4.55,1,1.74,1.5,3.4,0.5,3.65,6.15,5.11,2.67,5.5,2.87,3.07,1.15,6.65,4.95,,,,,,,,,
October,,,1.27,13,6.85,6.79,3.94,5.95,5.47,7.78,7.81,1.51,8,4.99,4.6,7.75,3.25,1.8,7.1,,6.8,4.5,3.34,5.78,7.9,6.71,2.1,0.76,2.3,7.15,3.3,1.1,,,,,,,,,
November,,,4.21,3.25,6.05,4.21,2.45,4.39,7.6,12.34,6.84,10.13,3.69,2.19,3.4,7.5,5.55,4.35,5.1,,10.9,4.6,1.69,4.52,10.96,1.13,9.9,4.26,4,5.9,5.1,9.25,,,,,,,,,
December,,,8.24,8.5,4.5,7.81,9.89,2.62,7.85,11.27,6.2,2.99,3.33,0.96,8.12,4,5.7,2.7,4.96,,2.8,3,6.8,2.56,4.82,5.44,7,4.64,7,6.15,4.3,5.95,,,,,,,,,
Total,,,56.35,68.17,64.4,56.2,47.12,59.32,63.95,51.32,60.42,58.24,52.24,,44.58,52.3,55.82,32.95,47.4,,,,48.39,54.46,,46,58.49,49.49,53.12,45.45,50.69,57.47,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s record but the note with the NGR says difficult to locate accurately. Altitudes match. Location is 1.5 km from Plas Nanthyr but the note does say gauge in on open moorland. Gauge could be up to 1 km SE or SSE as earlier records state the altitude is 1450ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"July to Dec 1922 readings duplicate another site GLYNCEIRIOG CARIG DUON but this latter site is only a 1 year record, but with Jan estimated. Neither record notes that the readings are copied but on balance it is likely that this Plas Nathyr record is the source record.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
