DORKING THE DENBIES,,,,,,,,,,,,
Grid ref,TQ148505,Long,-0.356772,Lat,51.242136,,,,,,,
Station no,113,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.37,1.56,1.11,2.80,5.28,1.52,5.71,1.11,2.03,1.39,,
February,5.90,2.59,1.36,2.21,4.07,0.90,2.55,1.83,1.21,0.65,,
March,0.96,2.30,1.99,4.01,1.71,4.41,1.75,1.21,3.54,5.41,,
April,1.07,2.32,1.23,2.31,1.58,1.76,0.51,4.37,2.92,2.60,,
May,1.25,0.44,2.63,4.22,2.56,0.77,1.80,3.71,3.08,1.92,,
June,2.47,2.01,4.20,5.71,0.94,5.48,2.28,1.92,2.05,3.69,,
July,1.16,2.59,1.73,4.45,1.54,0.75,0.58,1.91,2.90,3.84,,
August,3.90,1.90,2.94,6.45,1.87,2.86,0.51,3.36,4.65,3.28,,
September,1.02,2.33,0.78,3.99,1.86,2.11,1.73,0.58,2.09,3.31,,
October,2.24,2.73,2.44,8.35,2.38,1.90,4.24,6.64,2.62,5.96,,
November,2.65,0.68,3.20,2.65,1.60,4.94,5.53,2.89,1.24,0.96,,
December,3.90,5.84,1.65,2.89,3.20,0.79,2.87,4.08,3.15,4.68,,
Total,30.89,27.29,25.26,50.04,28.59,28.19,30.06,33.61,31.48,37.69,,
Calc annual,30.89,27.29,25.26,50.04,28.59,28.19,30.06,33.61,31.48,37.69,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
