PULHAM-ST-MARY-BROOK-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TM2064484784,Long,1.2431332,Lat,52.41652,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,3.3,1.61,1.39,1.92,1.01,1.04,1.7,3.11,2.9,4.03,2.32,6.22,1.79,2.23,2.77,3.67,2.21,2.56,1.37,1.77,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.04,0.43,0.68,2.63,0.62,2.04,0.74,2.39,2.71,3.15,1.16,1.02,1.37,1.83,0.91,0.8,1.64,1.74,2.17,1.94,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,2.16,0.06,1.02,0.42,1.66,2.08,1.69,0.93,0.51,3.59,0.56,2.33,3.19,3.71,2.13,0.45,0.63,1.41,1.44,3.95,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,0.9,0.94,2.07,4.13,3.09,1.18,2.4,2.24,1.41,2.34,0.58,2.11,1.11,0.91,0.59,1.23,1.82,1.85,1.02,1.32,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,1.79,0.79,3.08,3.23,3.45,1.94,2.33,1.4,0.51,3.15,1.95,0.7,0.72,2.21,1.69,1.09,0.99,2.48,1.1,0.5,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,1.81,0.66,0.97,1.76,0.34,2.12,1.5,2.7,2.96,1.02,0.84,1.55,0.16,0.44,0.71,1.78,1.53,2.18,3.3,1.37,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,1.84,3.09,3.98,3.92,2.35,2.03,1.68,1.15,3.49,1.24,1.61,1.49,3.96,1.44,3.96,0.95,2.21,1.2,5.02,1.45,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.6,1.37,2.39,2.7,1.78,1.17,1.7,1.35,1.05,2,2.18,4.07,0.45,3.68,1.24,1.45,1.29,4.07,3.73,0.06,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,0.59,1.46,5.1,1.86,1.69,2.75,1.66,3.15,2.38,1.95,2.4,0.54,1.15,0.15,2.12,2.39,3.89,2.17,3.22,0.73,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,1.56,2.75,0.49,0.99,3.91,3.08,1.64,2.41,2.46,1.63,2.65,5.88,2.46,2.76,3.98,1.35,4.16,2.14,1.09,0.4,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
