"DUNOON, GRAMMAR SCHOOL",,,,,,,,,,,,
Grid ref,NS173765,Long,-4.927335,Lat,55.946703,,,,,,,
Station no,RR4205,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,10.45,5.76,,,,,,,
February,,,,9.01,5.95,,,,,,,
March,,,,10.93,3.68,,,,,,,
April,,,,2.89,7.46,,,,,,,
May,,,,4.19,4.29,,,,,,,
June,,,,1.94,2.56,,,,,,,
July,,,,5.85,3.29,,,,,,,
August,,,,10.33,5.17,,,,,,,
September,,,,4.29,,,,,,,,
October,,,,12.37,,,,,,,,
November,,,,5.39,,,,,,,,
December,,,,6.34,,,,,,,,
Total,,,,83.98,,,,,,,,
Calc annual,0.00,0.00,0.00,83.98,38.16,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
