CRAGSIDE ROTHBURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NU074022,Long,-1.884957,Lat,55.313828,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,1.95,2.37,1.95,2.96,,1.91,3.08,0.81,4.47,3.25,3.1,0.68,2.15,1.33,3.06,4.56,2.7,6.04,1.82,0.81,0.94,2.35,1.86,1.49,1.39,2.75,6.06,1.38,3.59,0.79,3.2,5.16,3.68,1.13,4.71,2.07,0.57,3.15,0.88,2.22,1.58,3.26,2.46,4.29,4.74,2.35,2.5,2.41,3.39,4.26,4.79,2.73,5.03,4.2,1.85,2.83,1.9,,,,,
February,,,,,,,,,,1.68,3.2,4.07,3.53,,1.45,3.15,3.86,3.23,1.7,1.55,1.99,3.64,1.04,2.06,3.41,1.58,1.3,0.55,3.35,1.74,1.86,0.07,3.08,4.67,5.31,1.9,0.8,1.55,1,2.17,7.37,2.02,2.16,2.01,3.11,1.2,1.12,1.84,1.86,3,3.02,1.26,3.4,1.17,2.4,4.56,3.69,1.26,1.51,2.46,1.73,0.46,2.52,4.29,1.64,5.48,,,,,
March,,,,,,,,,,3.41,0.35,0.95,5.05,,1.23,0.96,2.6,5.6,1.17,1.42,2.07,3.38,3.24,2.09,1.63,2.7,4.46,2.35,5.25,3.43,2.98,5.24,1.58,0.27,1.04,3.67,2.94,4.87,2.43,2.49,3.06,3.03,1.62,2.2,2.29,2.18,2.03,1.59,4.85,6.65,0.92,3.28,3.03,4.35,3.38,2.06,4.95,2.56,1.05,2.51,2.75,1.34,2.52,1.58,0.96,2.36,,,,,
April,,,,,,,,,,1.87,0.98,4.25,5.62,,1.25,1.13,6.21,4.96,2.19,3.19,1.35,1.78,4.41,2.12,2.28,2.18,2.27,1.22,2.46,5.17,0.79,2.32,1.26,0.53,1.34,1.62,1.12,2.23,3.74,4.24,1.63,1.3,1.84,1.66,1.73,3.23,0.89,2.97,3.37,3.46,2.32,1.76,0.2,3.26,0.67,0.83,1.49,3.04,1.73,1.52,3.42,0.79,2.39,2.34,2.13,3.11,,,,,
May,,,,,,,,,,3.6,1.42,1.01,2.97,,1.55,1.15,1.43,5,3.19,2.29,2.11,2.68,2.54,2.71,1.79,5.25,3.65,1.69,1.02,1.71,2.17,2.49,3.8,1.58,3.72,0.51,1.17,1.21,1.5,3.13,1.53,3.53,3.6,1.93,2.81,1.05,5.82,4.56,2.37,1.9,2.4,1.23,1.89,3.42,2,1.86,2.59,1.66,2.8,0.82,3.56,2.34,1.07,2.35,5.4,3.24,,,,,
June,,,,,,,,,,2.35,1.31,2.79,1.83,,2.5,1.64,0.98,1.69,2.79,4.1,1.12,2.7,4.4,2.6,1.2,0.92,1.43,0.27,2.89,0.17,5.06,0.32,4.02,1.53,3.04,2.18,2.54,2.53,2,1.21,4.03,1.38,2.28,1.87,1.8,1.21,2.34,3.57,0.51,2.87,1.19,6,5.45,2.47,3.64,0.52,2.2,1.79,0.56,0.86,0.99,0.52,1.32,0.76,2.28,0.13,,,,,
July,,,,,,,,,,0.15,1.46,1.14,3.64,,3.3,1.51,0.6,2.73,0.32,6.42,4.37,3.87,2.5,5.22,4.1,1.24,4.25,2.45,4.9,2.53,1.91,3.46,1.88,3.7,2.48,4.9,3.58,2.42,0.87,2.79,1.64,2.51,2.58,5.15,1.3,0.68,1.77,1.58,2.63,2.41,3.37,0.56,3.21,0.83,2.73,4.31,3.5,1.32,3.18,1.56,3.45,1.95,4.8,1.75,5.95,2.6,,,,,
August,,,,,,,,,,1.72,1.87,1.4,4.02,,5.63,1.12,2.89,8.34,5.74,3.51,1.02,5.88,3.05,3.07,1.35,1.79,1.17,2.02,2.9,3.44,5.7,5.88,4.44,2.29,2.95,4.19,3.37,2.36,2.12,0.99,4.79,3.38,1.53,2.8,2.52,4.94,4.27,2.48,2.68,3.05,3.65,2.28,5.52,2.17,1.87,2.19,2.96,6.3,1.34,2.58,2.69,5.62,1.63,3.98,2.51,3.02,,,,,
September,,,,,,,,,,2.25,0.91,3.92,5.4,,2.58,3.74,4.17,2.75,2.69,1.37,4.58,5.24,2.61,4.29,2.1,3.39,2.38,5.31,1.26,1.97,1.65,3.58,2.27,1.91,1.64,0.19,3.91,3.86,1.49,4,1.01,1.37,1.45,2.89,1.32,2.24,0.79,0.37,2.29,2.22,0.82,2.09,2.8,2.28,1,2,2.32,1.21,3.42,1.27,1.41,1.75,4.21,2.25,2.83,3.73,,,,,
October,,,,,,,,,,2.78,4.35,3,6.53,,2.35,5.88,1.89,4.09,2.7,1.02,4.73,4.39,4.6,2.53,2.36,5.29,5.23,2.52,1.35,5.44,2.2,3.27,5.34,0.74,6.06,7.27,8.75,1.86,7.67,2.13,6.06,2.13,2.1,9.55,0.46,4.31,7.98,7.68,3.15,3.07,2.87,4.58,4.21,2.3,3.69,2.19,3.63,2.39,3,6.15,2.31,2.73,2.03,2.64,3.79,2.21,,,,,
November,,,,,,,,,,1.89,3.62,2.33,5.56,,5.68,3.65,5.43,2.5,6.13,1.6,3.15,2.9,4.31,1.36,2.46,3.11,5.94,4.1,6.42,0.48,5.23,3.02,1.65,3.56,1.12,3.25,2.22,2.91,4.85,2.41,5.07,6.41,2.38,2.38,3.34,6.88,3.31,2.68,1.68,0.74,4.27,4.64,2.75,1.58,4.57,2.5,4.76,1.57,1.94,6.17,1.09,3.13,1.09,4.55,1.56,2.43,,,,,
December,,,,,,,,,,3.29,5.4,2.58,7.92,,3.6,4.71,12.64,2.01,3.3,1.43,2.63,4.52,4.6,2.22,2.79,1.57,4.53,3.99,1.88,1.2,1.44,4.66,1,1.84,1.96,2.92,7.38,2.69,2.49,4.35,2.67,3.81,5.38,3.34,2.5,0.89,2.66,3.92,1.88,4.19,3.01,4.44,2.65,1.86,6.63,6.68,4.14,2.96,2.67,4.8,6.16,2.07,4.19,2.41,2.86,4.95,,,,,
Total,,,,,,,,,25.54,26.94,27.24,29.39,55.03,,33.03,31.72,43.51,47.37,35.17,31,29.8,43.13,38.63,33.33,30.03,31.72,42.65,28.29,34.49,28.22,33.34,36.17,31.81,24.01,33.41,38.66,39.16,32.08,30.95,33.11,44.02,34.55,28.05,40.49,25.25,29.38,36.13,34.12,29.49,35.14,31.1,34.58,39.4,30.43,34.93,32.2,38.64,29.45,27.46,35.49,32.29,27.73,31.97,30.75,34.74,35.16,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note on record Sept 1918 almost certainly 2 inches short but observer denies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873 removed as in pencil and duplicated with ROTHBURY BRINKBURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
