BRIDGWATER (STOCKLAND MANOR),,,,,,,,,,,,
Grid ref,ST239432,Long,-3.090165,Lat,51.182944,,,,,,,
Station no,2097/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.95,,,,,,,,,,,
February,3.69,,,,,,,,,,,
March,3.52,,,,,,,,,,,
April,3.86,,,,,,,,,,,
May,2.62,,,,,,,,,,,
June,0.66,,,,,,,,,,,
July,2.02,,,,,,,,,,,
August,4.17,,,,,,,,,,,
September,3.22,,,,,,,,,,,
October,1.10,,,,,,,,,,,
November,6.24,,,,,,,,,,,
December,2.03,,,,,,,,,,,
Total,36.08,,,,,,,,,,,
Calc annual,36.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
