"BLANDFORD, KINGS ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1619,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,4.51,2.73,6.05,1.50,5.67,
February,,,,,,,1.89,3.95,3.18,1.16,0.94,
March,,,,,,,0.55,4.32,2.49,0.17,1.32,
April,,,,,,,3.77,2.77,1.53,0.74,2.36,
May,,,,,,,2.16,1.26,1.79,2.49,2.10,
June,,,,,,,2.87,2.67,2.65,1.40,0.74,
July,,,,,,,1.22,3.06,1.58,1.35,1.99,
August,,,,,,,0.75,3.41,3.58,1.52,3.52,
September,,,,,,,0.62,5.59,2.19,0.48,3.74,
October,,,,,,,3.28,3.07,6.79,4.83,2.55,
November,,,,,,,9.11,3.74,3.72,10.22,5.53,
December,,,,,,,0.46,4.44,3.10,9.18,4.90,
Total,,,,,,,31.19,41.01,38.65,35.04,35.36,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,31.19,41.01,38.65,35.04,35.36,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,
