SKIPTON CRINGLES RESERVOIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE042491,Long,-1.93751,Lat,53.938,Elevation,715,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,1.38,4.8,3.91,0.94,0.3,0.28,2.54,4.55,5.81,2,5.04,2.03,1.21,1.01,3.24,2.04,2.01,1.1,3.55,3.01,0.91,1.83,2.4,5.59,4.13,1.98,1.84,2.85,2.31,0.98,4.12,1.15,2.21,1.5,4.06,1.25,4.54,3.26,2.65,4.4,2.77,2.05,2.83,3.96,3.34,5.47,4.01,1.97,2.73,3.6,3.73,2.72,7.1,2.03,5.62,3.22,3.02,2.09,3.12,1.26,3.97,3.8,4.37,4.77,1.95,2.31,,4.45,4.56,3.5,3.5,3.37,7.76,1.98,2.45,2.92,4.42,0.72,2.9,1.72,4.42,2.68,2.55,3.05,4.05
February,,,,,,,3.9,2.37,1.66,2.45,3.1,3.78,3.52,2.25,2.71,2.28,0.61,0.68,1.04,1.15,0.76,0.11,2.48,3.81,5.61,0.3,1.13,1.93,2.75,1.67,3.67,1.04,1.12,3.53,2.82,1.64,2.12,1.84,2.26,1.54,3.39,3.75,2.13,1.48,2.21,4.26,4.25,0.67,4.92,1.68,2.64,0.27,3.57,5.61,1.12,5.72,3.27,1.55,4.34,0.69,0.81,3.51,0.32,3.04,0.18,5.04,2.33,5.2,1.33,2.56,2.15,3.4,1.15,2.25,1.41,4,3.75,3.6,1.9,2.25,5.72,3.3,0.8,2.26,2.53,1.7,1.4,2.42,6.31,0.3,2.3
March,,,,,,,3.91,3.32,1.66,1.25,2.04,3.71,3.62,1.03,2.57,2.23,3.02,1.24,2.89,1.74,2.48,1.43,0.9,0.78,3.13,3.16,3.53,4.47,1.2,1.52,0.65,2.47,2.21,4.9,1.22,2.44,2.07,2.87,3.29,2.29,0.38,1.29,3.87,5.2,4.03,1,3.16,2.62,1.37,3.89,2.51,1.78,2.48,2.14,1.31,0.98,1.23,3.35,2.68,0.33,2.39,0.42,2.35,1.42,3,1.15,2.1,2.71,0.51,1.61,1.56,2.85,,1,0.32,1.05,1.17,7.75,1.62,1.25,1.6,3.52,1.85,1.3,2.33,2.25,1.55,2.21,1.72,1.15,1.75
April,,,,,,,2.27,3.49,2.08,1.76,1.05,1.1,4.24,3.44,1.56,2.08,2.24,0.9,2.03,2.44,0.96,1.97,1.22,0.78,2.13,1.87,1.72,1.83,2.73,2.74,1.02,2.51,1.17,1.41,1.47,1.95,1.23,1.85,1.98,2.74,2.46,1.24,0.54,2.8,0.8,1.26,1.75,1.78,1.02,1.42,3.89,1.08,3.31,2.93,1.7,3.06,2.1,3.02,1.11,1.23,2.9,3.04,3.1,1.35,2.9,3.23,1.33,2.84,0.19,1.44,1.86,1.88,0.91,1.91,3.55,2.5,1.2,3.58,2.41,2.95,2.73,1.85,1.7,2.4,0.52,0.88,2.76,0.3,0.84,2.8,1.85
May,,,,,,,0.66,2.54,4.21,1.04,1.91,2.91,1.27,0.98,1.59,2.09,3.89,1.32,1.04,2.03,2.48,2.28,2.85,2.34,1.33,0.23,0.51,1.18,2.46,2.9,1.44,0.79,2.35,2.42,2.84,0.42,2.95,3,2.3,2.17,1.8,1.04,1.93,2.36,1.28,1.64,2.41,1.86,2.18,1.75,3.69,1.57,1.05,3.37,5.86,4.54,3.25,1.37,1.61,1.85,1.64,2.37,3.41,2.45,2.12,1.98,1.32,2.87,4.32,0.92,1.33,1.39,2.41,2.79,2.2,4.46,1.95,4.95,0.75,1.97,2.1,3.47,2.03,1.6,2.91,2.83,1.2,1.12,4.53,0.95,1.65
June,,,,,,,2.01,1.19,2.81,3.36,3.1,2.27,4.17,2.65,0.35,2.38,1.47,0.07,2.09,0.75,3.05,1.15,4.28,2.47,2.52,2.73,3.02,3.27,2.21,2.03,3.61,1.11,1.47,1.52,1.34,1.83,1.99,4.49,0.98,2.28,2.41,3.1,6.98,1.69,1.85,1.13,2.56,1.56,1.06,0.81,2,0.2,1.61,0.83,2.69,0.04,2.52,3.07,5.17,0.94,1.75,6.73,1.49,3.46,1.89,3.14,3.28,2.2,3.36,1.65,0.19,0.1,1.23,2.94,2.21,3.4,1.95,2.75,3.38,0.61,2.15,1.2,2.46,2.45,2.19,2.1,1.88,1.79,4.68,1.9,0.9
July,,,,,,,,4.18,1.49,4,5.68,4.36,5.59,3.13,5.16,1.03,3.32,1.72,4.88,3.57,2.64,3.22,1.73,3.58,3.57,5.67,2.11,0.94,0.81,2.62,3.29,1.27,2.48,4.19,1.99,1.17,2.24,2.6,3.84,3.6,2.6,0.44,4.41,0.73,2.58,4.13,2.27,1.21,4.24,1.87,5.78,1.64,5.03,3.24,4.18,1.92,2.53,3.9,1.25,2.64,6.58,4.36,3.81,1.96,1.63,0.72,4.16,2.95,3.58,5.06,3.56,2.47,2.96,2.14,3.3,2,3.05,2.04,1.23,2.95,3.13,1.82,1.56,3.94,2.5,0.7,4.8,2.97,3.31,2.15,6.55
August,,,,,,,,4.98,6.3,4.2,1.45,3.07,2.66,1.68,1.17,0.9,1.37,2.11,2.95,5.22,6.49,5.6,4.09,3.14,3.38,3.34,1.57,5.2,3.65,1.7,4.47,1.91,1.81,3.56,2.84,3.84,3.32,2.42,2.62,2.37,4.96,1.97,5.8,1.21,1.95,3.74,2.48,6.97,2.88,2.36,1.84,4.7,5.12,4.34,4.39,5.26,4.38,7.52,5.01,3.2,3.97,3.84,1.45,0.6,,1.42,3.36,1.7,3.71,1.06,0.5,3.44,2.88,3.95,2.3,3.6,6.62,0.3,3.27,2.34,5,4.05,3.8,3.77,7.3,0.91,7.9,5.8,3.89,0.55,3.3
September,,,,,,,4.31,3.41,3.18,1.34,3.46,2.13,3.01,6.4,2.03,3.51,2.04,3.78,0.83,1.29,1.86,2.38,2.12,2.38,0.4,1.89,5.43,4.01,0.69,4.85,1.07,1.58,1.31,4.63,0.81,2.14,0.65,0.71,3.17,3,0.1,2.75,1.78,1.33,1.95,0.83,1.93,1.79,8.23,1.1,1.33,1.28,3.95,3.55,4.22,2.78,2.5,4.78,0.65,1.03,3.97,3.47,4.03,1.56,2.24,6.54,3.4,1.25,1.53,0.75,1.38,0.58,2.1,4.4,6.33,2.55,5.75,2.68,2.4,0.85,5.16,2.4,3,3.11,3.62,1.91,4.2,6.34,3.65,0.2,3
October,,,,,,,2.42,4.43,4.08,0.86,1.7,4.96,4.01,4.74,1.43,5.02,5.16,2.03,0.91,4.71,1.55,4.08,6.5,3.4,4.08,3.51,3.74,1.63,4.67,2.47,4.5,2.08,3.46,8.61,0.89,2.6,4.98,5.28,1.95,2.42,-999,3.04,3.81,1.79,2.63,1.62,7.61,4.93,2.48,2.13,3.13,2.58,0.76,5.13,3.65,4.55,4.48,4.08,5.38,4.01,4.03,1.61,5.26,3.41,3.34,6.23,3.05,2.09,6.21,2.18,1.8,4.16,3.6,2.52,4.15,5.6,1.13,1.25,1.75,4.06,2.35,1.15,3.8,2.28,6.2,2.54,1.52,3.52,3,3.7,5.1
