"PURTON (RESTROP HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1539,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.98,3.55,2.63,4.13,3.23,4.10,1.04,3.90,
February,,,,4.70,0.34,3.48,2.18,3.85,1.94,0.80,0.69,
March,,,,2.40,0.88,0.00,0.88,2.93,2.00,0.21,1.84,
April,,,,2.67,2.71,1.97,2.42,1.80,1.65,1.03,1.75,
May,,,,1.68,5.46,3.03,2.96,0.66,0.64,1.85,1.42,
June,,,,0.36,2.67,0.05,2.11,2.95,2.81,1.20,1.77,
July,,,,1.32,3.70,2.43,2.23,4.23,2.67,1.45,2.70,
August,,,,2.31,2.75,3.06,2.05,4.27,2.26,1.82,2.19,
September,,,,2.51,4.26,3.47,1.02,6.31,1.11,0.26,3.37,
October,,,,4.71,4.70,3.86,2.84,1.92,4.61,4.67,1.71,
November,,,,1.90,2.23,1.19,5.88,2.12,2.87,5.55,4.68,
December,,,,2.77,5.02,3.26,0.38,2.65,2.74,6.01,3.27,
Total,,,,29.31,38.27,28.43,29.08,36.92,29.40,25.89,29.29,
Calc annual,0.00,0.00,0.00,29.31,38.27,28.43,29.08,36.92,29.40,25.89,29.29,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
