SHUGBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ992225,Long,-2.0133066,Lat,52.800058,Elevation,260,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,3.61,1.36,2.2,1.33,3.67,3.65,1.71,1.35,2,2.21,1.44,4.48,1.61,1.45,1.68,2.35,0.75,4.04,4.47,1.75,3.42,1.43,2.15,2.17,2.33,3.76,2.64,4.27,2.27,2.62,2.18,3.02,2.5,5.3,1.77,4.16,2.11,,1.7,2.5,1.28,,,,,
February,,,,,,0.4,1.16,3.1,1.48,3.35,4.12,1.93,1.63,1.31,3.78,0.94,2.74,1.74,1.58,0.52,2.93,1.63,1.25,0.77,1.82,2.75,4.85,1.17,2.23,1.1,2.23,0.33,1.31,5.81,0.51,3.37,2.6,1.78,3.13,0.51,0.57,2.05,,4.05,0.32,2.61,,,,,
March,,,,,,2.26,3.15,2.7,1.2,1.21,0.78,1.97,1.78,4.25,1.67,3.39,2.05,1.52,3.1,3.23,0.62,1.73,3.8,4.79,2.97,1.1,3.48,1.89,1.53,3.03,2.01,1.67,0.72,1.88,1.04,1.22,1.37,2.74,2.91,0.17,2.98,0.56,,2.54,2.79,0.43,,,,,
April,,,,,,2.24,1.08,2.67,1.92,2.96,1.21,2.02,1.87,2.13,1.95,2.4,1.51,1.78,2.92,2.22,2.32,0.99,0.28,3.39,0.81,1.01,1.42,1.76,1.05,2.03,4.51,1.21,2.38,2.68,2.61,1.22,1.66,2.18,2.11,0.56,2.77,4.21,,1.23,2.37,2.94,,,,,
May,,,,,,1.3,0.29,2.33,3.27,1.69,1.98,0.86,2.42,2.5,2.01,0.51,2.86,4.01,3.06,1.5,2.53,0.66,2.21,1.8,1.65,1.89,2.3,2.88,2.15,1.29,4.11,1.6,1.48,2.63,4.42,4.91,4.91,1.99,0.3,2,2.21,3.48,,1.75,0.88,0.63,,,,,
June,,,,,,1.04,2.17,3.88,1.48,2.55,2.74,2.37,2.61,1.45,0.74,2.84,1.54,2.87,3.03,3.85,1.5,2.93,4.99,1.19,1.94,0.69,3.13,2.52,1.12,1.55,3.59,0.35,0.88,0.28,2.84,0.24,1.9,5.27,3.68,1.32,1.44,5.52,,2.4,1.03,2.84,,,,,
July,,,,,,3.46,1.51,0.83,1.48,1.59,3.09,2.46,2.04,2.19,1.65,1.53,0.77,2.73,3.36,3.88,3.96,0.45,3.57,1.85,5.61,6.07,2.64,1.53,4.61,2.57,4.5,0.6,5.36,6.9,4.12,3.86,2.09,3.01,1.37,2.1,6.87,4.64,,3.52,1.64,0.62,,,,,
August,,,,,,2.52,3.02,4.88,2.66,1.97,4.42,3.21,3.68,4.52,4.66,4.28,2.27,3.06,4.47,2.26,4.63,1.87,6.46,2.39,2.12,1.8,2.73,4.36,2.51,2.5,1.46,3.64,4.84,2.48,3.83,2.8,2.1,5.14,4.58,2.39,3.8,6.18,,1.03,2.56,1.76,,,,,
September,,,,,,0.64,4.28,3.19,0.63,3.85,1.13,0.79,1.61,4.51,2.01,1.25,1.76,0.91,2.17,2.56,0.41,1.59,1.51,2.39,1.14,0.5,1.29,1.63,8.09,1.55,1.92,1,3.07,2.75,3.65,4.13,1.04,4.01,1.3,0.64,3.92,3.01,,1.22,2.13,3.25,,,,,
October,,,,,,3.8,2.57,1.07,2.28,3.55,3.72,2.51,2.88,5.36,1.17,1.64,4.96,4.14,2.25,3.76,2.88,2.26,2.7,3.72,1.84,2.34,3.99,4.96,1.87,3.88,2.78,2.58,0.35,4.18,3.69,4.62,3.12,2.11,4.39,4.02,2.92,1.07,,6.23,3,3.67,,,,,
